"wage","hours","IQ","KWW","educ","exper","tenure","age","married","black","south","urban","sibs","brthord","meduc","feduc","lwage"
962,50,109,44,12,21,12,37,1,0,1,0,0,1,6,NA,6.86901426315308
962,40,97,42,12,15,4,34,1,0,1,0,5,1,10,8,6.86901426315308
865,40,66,30,11,10,7,30,1,0,0,1,14,4,0,10,6.76272964477539
1154,50,109,46,16,10,3,35,1,0,1,1,2,1,16,14,7.05098962783813
1386,42,109,43,16,10,11,34,1,0,1,0,1,1,4,14,7.23417711257935
732,40,104,36,12,10,7,36,1,0,1,1,1,2,NA,NA,6.59578037261963
865,40,85,44,13,4,9,34,1,0,1,1,3,3,8,8,6.76272964477539
700,40,81,26,12,13,13,31,1,0,1,0,5,6,8,4,6.55108022689819
975,40,87,12,9,20,10,37,1,0,1,0,3,NA,5,4,6.88243770599365
1300,40,78,40,13,12,3,33,1,0,1,1,2,3,12,12,7.17011976242065
900,40,54,37,14,12,3,31,1,0,1,1,2,1,12,12,6.80239486694336
829,40,98,33,12,15,15,36,1,0,0,1,4,5,8,8,6.72022008895874
1000,40,98,34,12,17,13,36,1,0,1,1,3,NA,12,NA,6.90775537490845
827,40,105,29,16,7,8,30,1,0,0,1,2,1,16,12,6.71780490875244
500,44,87,25,13,5,2,31,1,0,1,1,7,NA,12,NA,6.21460819244385
1155,40,117,25,13,9,1,28,1,0,0,1,3,2,12,12,7.05185556411743
950,55,85,30,15,8,3,29,0,0,0,1,2,NA,12,12,6.85646200180054
700,40,82,35,13,10,4,30,1,0,0,1,4,5,8,NA,6.55108022689819
1710,45,114,39,18,7,6,32,1,0,0,1,1,1,12,NA,7.44424867630005
533,30,65,21,12,5,1,32,0,1,0,1,5,1,11,12,6.27852153778076
2004,48,105,48,18,10,0,34,1,0,0,1,2,1,12,12,7.60290050506592
890,60,92,20,14,9,8,32,1,0,0,1,1,2,7,7,6.79122161865234
3078,30,107,23,13,11,4,29,1,0,0,1,2,2,12,12,8.0320348739624
1539,40,111,41,17,10,13,37,1,0,0,1,3,2,12,16,7.33888816833496
508,40,73,38,12,1,1,31,1,1,0,1,1,NA,NA,NA,6.23048162460327
1354,40,119,49,17,13,9,35,0,0,0,0,2,1,16,16,7.21081829071045
1143,35,97,40,12,21,8,38,1,0,0,1,5,1,12,12,7.04141187667847
962,40,110,34,12,16,8,33,1,0,0,1,2,1,10,10,6.86901426315308
1250,44,96,32,12,19,20,38,1,0,0,1,2,1,12,12,7.13089895248413
990,40,67,23,12,16,3,34,1,1,0,1,2,1,8,8,6.897705078125
905,40,102,31,12,17,4,37,1,0,0,0,5,5,12,12,6.80793476104736
926,55,64,22,12,18,0,38,1,0,0,1,4,5,0,2,6.8308744430542
1559,40,103,32,12,17,10,34,1,0,0,1,3,4,8,8,7.35179996490479
1312,40,118,39,10,14,4,32,1,0,0,1,0,1,12,8,7.17930793762207
923,40,118,36,14,8,16,35,1,1,0,1,5,1,7,NA,6.82762908935547
879,40,118,41,18,1,9,31,1,0,0,1,1,2,13,13,6.77878475189209
800,25,75,37,13,14,1,38,1,0,1,1,0,1,12,10,6.68461179733276
1049,50,112,45,14,6,10,32,1,0,0,0,3,3,12,10,6.9555926322937
550,40,95,20,12,4,1,30,0,0,0,0,3,4,12,10,6.30991840362549
1190,40,119,38,17,4,2,34,1,0,0,1,0,1,12,14,7.0817084312439
583,48,94,35,14,10,6,37,1,0,0,0,2,1,12,12,6.36818695068359
1200,40,103,27,14,5,2,30,1,0,0,1,1,1,6,7,7.09007692337036
797,55,90,36,16,11,5,33,1,0,0,1,5,2,14,17,6.68085479736328
1371,40,128,50,18,8,13,36,1,0,0,0,1,2,16,12,7.22329568862915
360,55,110,44,13,11,1,38,0,1,0,1,4,NA,12,8,5.88610410690308
1270,40,84,40,12,11,12,30,1,0,0,1,2,2,12,12,7.14677238464355
1832,40,97,38,12,16,1,36,1,0,0,1,1,2,8,12,7.51316356658936
909,40,102,34,12,14,5,33,1,0,0,1,3,3,12,7,6.81234502792358
1746,40,131,41,18,9,10,33,1,0,0,1,7,3,12,12,7.46508264541626
520,40,126,23,16,8,1,30,1,0,0,1,7,5,12,12,6.25382900238037
808,40,107,32,16,6,7,29,1,0,0,0,7,6,12,12,6.69456195831299
2137,45,108,45,16,11,2,36,1,0,0,1,2,3,12,NA,7.66715812683105
692,50,92,49,15,9,3,38,1,1,0,1,0,1,8,8,6.53958606719971
931,80,108,40,16,4,1,36,1,0,0,1,4,2,12,12,6.83625936508179
812,45,115,46,16,11,3,34,1,0,0,1,1,2,12,8,6.6995005607605
866,40,111,44,14,16,14,35,1,0,0,1,1,1,12,12,6.76388502120972
1442,40,115,47,12,14,9,36,1,0,0,1,7,5,12,12,7.2737865447998
500,40,101,31,14,12,0,32,1,0,0,0,2,2,11,6,6.21460819244385
1384,50,114,48,18,12,2,37,1,0,0,1,1,1,12,13,7.23273324966431
528,55,116,40,18,5,9,30,1,0,0,1,4,5,12,12,6.26909637451172
881,40,90,41,12,4,14,36,1,0,0,0,2,3,12,NA,6.78105783462524
1026,45,125,33,12,11,11,28,1,0,0,1,3,1,14,17,6.93342304229736
1212,40,98,26,12,11,12,28,0,0,0,1,4,NA,12,10,7.10002708435059
1620,38,111,42,15,8,5,29,1,0,0,0,1,2,10,NA,7.39018154144287
1843,48,109,38,16,11,2,32,1,0,0,1,3,2,12,NA,7.51914978027344
1602,60,124,36,16,12,2,37,1,0,0,1,1,2,12,12,7.37900829315186
1000,40,121,35,13,6,1,33,1,0,0,1,2,2,8,14,6.90775537490845
737,48,103,37,12,7,4,30,1,0,0,1,4,4,10,NA,6.60258769989014
1699,40,96,19,12,10,1,29,0,0,1,1,2,3,12,12,7.43779516220093
1699,40,100,40,12,11,9,33,1,0,0,1,1,2,12,8,7.43779516220093
1025,48,104,30,14,6,5,32,1,0,0,1,2,3,NA,12,6.93244791030884
1107,40,112,38,12,12,5,38,1,0,0,1,5,3,11,12,7.00940895080566
625,40,73,24,11,1,1,31,1,0,0,1,3,4,12,12,6.43775177001953
720,50,101,39,13,1,7,29,1,0,0,1,4,2,11,11,6.57925128936768
855,40,99,44,12,19,10,36,1,0,0,1,1,2,12,12,6.75110149383545
1250,40,95,23,12,12,2,32,1,0,0,1,2,2,12,12,7.13089895248413
1130,40,109,40,18,4,13,38,1,0,0,0,1,2,18,15,7.02997303009033
900,40,110,35,12,6,1,28,0,0,0,1,1,NA,13,13,6.80239486694336
1924,50,98,49,17,6,7,38,1,0,0,1,1,1,4,NA,7.56216144561768
962,40,112,46,15,8,2,37,1,0,0,1,2,1,12,16,6.86901426315308
1874,48,64,37,11,22,3,38,1,1,0,1,7,NA,NA,NA,7.5358304977417
1573,55,90,28,12,5,3,30,1,0,0,1,4,3,11,8,7.36073970794678
940,45,102,46,14,11,7,36,1,0,0,1,1,2,12,10,6.84588003158569
900,40,119,39,16,8,9,30,1,0,0,0,1,2,12,12,6.80239486694336
882,44,96,34,12,15,13,31,1,0,0,0,6,3,8,10,6.78219223022461
1710,45,118,40,18,12,12,38,1,0,0,1,1,1,12,12,7.44424867630005
1260,45,79,39,12,19,15,37,1,0,0,0,3,2,9,8,7.13886690139771
751,40,96,42,12,9,7,38,1,0,0,0,1,1,10,8,6.62140560150146
1097,50,80,27,11,12,12,28,1,0,0,0,5,1,12,11,7.0003342628479
1001,48,137,36,13,11,11,33,1,0,0,0,5,6,12,NA,6.90875482559204
1154,40,116,42,15,11,12,34,0,0,0,0,2,1,12,9,7.05098962783813
1000,43,69,31,12,15,16,35,1,0,0,1,4,4,12,8,6.90775537490845
1250,40,78,36,12,16,3,33,1,0,0,1,9,NA,6,2,7.13089895248413
857,65,99,41,12,18,3,38,1,0,1,1,2,1,8,8,6.75343799591064
1211,27,92,33,12,13,3,31,1,0,0,1,3,2,16,12,7.09920167922974
937,32,113,23,16,12,7,29,1,0,0,1,3,NA,16,12,6.8426833152771
904,50,98,29,13,7,1,33,1,0,0,1,5,NA,12,NA,6.80682945251465
872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18,6.7707896232605
1200,40,96,26,9,18,0,34,1,0,0,1,4,3,NA,8,7.09007692337036
1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8,7.13966035842896
950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2,6.85646200180054
115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11,4.74493217468262
673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12,6.51174545288086
1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16,6.98841333389282
1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9,6.96413564682007
800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8,6.68461179733276
369,40,117,36,18,11,1,31,0,0,0,0,3,4,NA,NA,5.91079664230347
1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,NA,7.56216144561768
855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6,6.75110149383545
864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12,6.76157283782959
1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13,6.99576616287231
1025,40,110,30,16,9,4,30,1,0,0,0,3,NA,10,12,6.93244791030884
850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,NA,6.74523639678955
673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12,6.51174545288086
800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12,6.68461179733276
1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12,6.9555926322937
884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9,6.78445720672607
800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8,6.68461179733276
1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8,7.09007692337036
664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12,6.49828195571899
1111,45,90,47,12,18,18,37,1,0,0,1,6,3,NA,NA,7.01301574707031
850,43,111,38,16,8,8,34,1,0,0,1,4,2,NA,NA,6.74523639678955
1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12,6.90775537490845
875,40,92,32,12,8,4,29,0,0,0,1,4,NA,14,14,6.77422380447388
1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12,7.09174203872681
666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12,6.50128984451294
923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7,6.82762908935547
788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3,6.66949796676636
950,40,86,31,10,23,5,38,1,0,1,1,9,9,NA,6,6.85646200180054
1442,40,105,42,12,9,16,37,1,0,1,1,3,4,NA,NA,7.2737865447998
866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0,6.76388502120972
625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,NA,6.43775177001953
680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7,6.52209281921387
693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8,6.54102993011475
875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,NA,6.77422380447388
2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13,7.74413681030273
1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6,7.08673810958862
700,38,85,36,12,13,8,32,1,1,1,1,6,NA,2,8,6.55108022689819
721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4,6.58063936233521
1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8,7.31322050094604
1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9,6.95654535293579
801,48,100,30,14,6,10,29,1,1,1,1,2,1,NA,NA,6.68586111068726
640,23,96,39,12,7,3,31,0,1,1,1,5,NA,NA,NA,6.46146821975708
1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12,7.08840894699097
390,55,93,38,12,4,2,32,1,0,1,1,1,NA,16,13,5.96614694595337
889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12,6.7900972366333
1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9,6.98100566864014
1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12,7.02731466293335
750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9,6.62007331848145
855,40,118,41,14,6,14,33,1,0,1,0,3,1,NA,12,6.75110149383545
525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12,6.26339817047119
1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12,7.00669527053833
553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9,6.31535816192627
800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10,6.68461179733276
1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14,7.23273324966431
425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12,6.05208921432495
510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10,6.23441076278687
370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4,5.91350317001343
596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8,6.39024066925049
402,40,76,28,12,9,4,28,1,1,0,1,4,2,NA,10,5.99645185470581
418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10,6.03548145294189
1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,NA,7.03262424468994
681,40,94,24,12,18,15,35,0,0,1,1,4,NA,9,10,6.52356243133545
950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6,6.85646200180054
600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6,6.39692974090576
661,40,96,25,13,8,6,29,0,0,1,0,3,2,NA,5,6.4937539100647
925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,NA,6.82979393005371
550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5,6.30991840362549
606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7,6.40687990188599
425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7,6.05208921432495
340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18,5.82894563674927
692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5,6.53958606719971
575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12,6.3543701171875
571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6,6.34738922119141
817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5,6.70563888549805
987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12,6.89467000961304
616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,NA,6.42324686050415
1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10,6.93342304229736
808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7,6.69456195831299
808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15,6.69456195831299
788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12,6.66949796676636
850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9,6.74523639678955
900,38,106,40,12,10,19,38,1,0,1,1,7,NA,3,2,6.80239486694336
1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8,7.25700283050537
260,40,75,35,12,21,0,37,1,1,1,0,3,3,NA,NA,5.56068181991577
662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5,6.4952654838562
562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11,6.33150196075439
562,80,104,30,12,11,5,28,1,0,1,0,1,NA,12,12,6.33150196075439
357,70,115,37,13,5,2,30,1,0,1,1,6,7,NA,NA,5.87773561477661
1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10,6.91671514511108
1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12,7.2737865447998
651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11,6.47850942611694
750,40,50,28,12,14,5,32,1,1,1,0,10,NA,3,NA,6.62007331848145
754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,NA,6.6253924369812
700,40,73,23,12,17,9,38,1,1,1,0,8,3,NA,NA,6.55108022689819
503,40,84,14,11,11,2,30,0,1,0,1,3,NA,9,9,6.22059011459351
937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9,6.8426833152771
624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6,6.43615055084229
750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6,6.62007331848145
900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6,6.80239486694336
540,40,70,25,10,12,10,29,1,1,1,0,9,NA,10,7,6.29156923294067
642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10,6.4645881652832
400,50,96,38,15,6,10,28,0,0,1,0,5,NA,12,NA,5.99146461486816
900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10,6.80239486694336
513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10,6.24027585983276
894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8,6.79570579528809
1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18,7.15617656707764
485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18,6.18414878845215
325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13,5.78382539749146
769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7,6.64509105682373
618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4,6.42648839950562
1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3,6.94697618484497
751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3,6.62140560150146
380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7,5.94017124176025
300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,NA,5.70378255844116
753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7,6.62406539916992
1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12,6.97073030471802
1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12,6.97541379928589
1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18,7.36073970794678
650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9,6.47697257995605
700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10,6.55108022689819
494,40,74,30,12,16,4,34,1,1,1,0,5,NA,NA,NA,6.20253562927246
890,48,100,40,12,4,8,31,1,0,1,0,0,1,NA,NA,6.79122161865234
520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,NA,6.25382900238037
891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9,6.79234457015991
570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,NA,6.34563636779785
1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9,7.27517223358154
481,48,98,26,12,14,2,31,0,1,0,1,4,3,NA,NA,6.17586708068848
500,44,107,40,12,21,12,38,1,0,1,0,2,NA,12,7,6.21460819244385
1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14,7.29505634307861
803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12,6.6883544921875
962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12,6.86901426315308
1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,NA,6.90775537490845
600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12,6.39692974090576
450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8,6.10924768447876
629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6,6.44413137435913
492,60,67,38,12,15,2,34,1,1,1,0,3,NA,8,NA,6.19847869873047
1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13,7.3537220954895
357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16,5.87773561477661
960,40,83,25,13,14,13,32,1,0,1,1,4,NA,10,NA,6.86693334579468
566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12,6.33859395980835
481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8,6.17586708068848
1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8,7.2737865447998
645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8,6.46925020217896
788,40,100,23,11,15,6,32,1,1,1,0,5,NA,9,NA,6.66949796676636
644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,NA,6.46769857406616
477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7,6.16751670837402
664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16,6.49828195571899
520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,NA,6.25382900238037
1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6,7.09174203872681
538,45,77,22,12,12,10,28,1,1,1,0,9,NA,7,NA,6.28785848617554
873,44,109,25,12,12,12,28,1,0,1,0,1,1,NA,11,6.77193546295166
1000,40,107,32,12,17,18,35,1,0,1,0,5,1,NA,NA,6.90775537490845
