"exp","wks","bluecol","ind","south","smsa","married","sex","union","ed","black","lwage","id","time"
39,50,"no",0,"yes","yes","yes","male","no",15,"no",6.57786,"325","5"
40,50,"no",0,"yes","yes","yes","male","no",15,"no",6.62007,"325","6"
41,50,"no",0,"yes","yes","yes","male","no",15,"no",6.68461,"325","7"
22,48,"no",0,"no","yes","yes","male","no",12,"no",6.55108,"326","1"
23,47,"no",0,"no","yes","yes","male","no",12,"no",6.68461,"326","2"
24,47,"no",0,"no","yes","yes","male","no",12,"no",6.55108,"326","3"
25,47,"no",0,"no","yes","yes","male","no",12,"no",6.82871,"326","4"
26,47,"no",0,"no","yes","yes","male","no",12,"no",6.80239,"326","5"
27,47,"no",0,"no","yes","yes","male","no",12,"no",7.13648,"326","6"
28,47,"no",0,"yes","no","yes","male","no",12,"no",7.18311,"326","7"
10,39,"yes",0,"yes","yes","no","female","no",12,"yes",5.93225,"327","1"
11,39,"yes",0,"yes","yes","no","female","no",12,"yes",6.19644,"327","2"
12,41,"yes",0,"yes","yes","no","female","no",12,"yes",6.23637,"327","3"
13,37,"no",0,"yes","yes","no","female","no",12,"yes",6.30992,"327","4"
14,37,"no",0,"yes","yes","no","female","yes",12,"yes",6.44254,"327","5"
15,36,"yes",0,"yes","yes","no","female","no",12,"yes",6.10925,"327","6"
16,36,"yes",0,"yes","yes","no","female","no",12,"yes",6.21461,"327","7"
31,48,"no",1,"no","yes","yes","male","no",10,"no",6.62007,"328","1"
32,48,"yes",1,"no","yes","yes","male","no",10,"no",6.68461,"328","2"
33,48,"yes",1,"no","yes","yes","male","yes",10,"no",6.7334,"328","3"
34,49,"yes",1,"no","yes","yes","male","yes",10,"no",6.81892,"328","4"
35,48,"yes",1,"no","yes","yes","male","no",10,"no",6.87213,"328","5"
36,50,"yes",1,"no","yes","yes","male","no",10,"no",6.96602,"328","6"
37,49,"yes",1,"no","yes","yes","male","no",10,"no",7.04316,"328","7"
38,49,"yes",1,"no","yes","yes","male","no",15,"no",6.42162,"329","1"
39,48,"yes",1,"no","yes","yes","male","no",15,"no",6.47697,"329","2"
40,48,"no",1,"no","yes","yes","male","no",15,"no",6.55108,"329","3"
41,48,"no",1,"no","yes","yes","male","no",15,"no",6.68461,"329","4"
42,48,"no",1,"no","yes","yes","male","no",15,"no",6.68461,"329","5"
43,48,"yes",1,"no","yes","yes","male","no",15,"no",6.80239,"329","6"
44,48,"no",1,"no","yes","yes","male","no",15,"no",6.90776,"329","7"
35,45,"no",0,"no","yes","yes","male","no",17,"no",6.75926,"330","1"
36,36,"no",0,"no","yes","yes","male","no",17,"no",6.81344,"330","2"
37,36,"no",0,"no","yes","yes","male","no",17,"no",6.86693,"330","3"
38,35,"no",0,"no","yes","yes","male","no",17,"no",6.85118,"330","4"
39,35,"no",0,"no","yes","yes","male","no",17,"no",6.9489,"330","5"
40,35,"no",0,"no","yes","yes","male","no",17,"no",7.06476,"330","6"
41,36,"no",0,"no","yes","yes","male","no",17,"no",7.11477,"330","7"
38,46,"yes",1,"no","yes","yes","male","no",11,"no",6.88959,"331","1"
39,49,"yes",1,"no","yes","yes","male","yes",11,"no",6.90575,"331","2"
40,43,"yes",1,"no","yes","yes","male","no",11,"no",6.90776,"331","3"
41,48,"yes",1,"no","yes","yes","male","yes",11,"no",7.00307,"331","4"
42,47,"yes",1,"no","yes","yes","male","yes",11,"no",7.1309,"331","5"
43,48,"yes",1,"no","yes","yes","male","yes",11,"no",7.10824,"331","6"
44,47,"yes",1,"no","yes","yes","male","no",11,"no",7.09008,"331","7"
36,30,"yes",0,"yes","yes","no","female","no",12,"yes",5.61313,"332","1"
37,48,"yes",0,"yes","yes","no","female","no",12,"yes",5.82008,"332","2"
38,49,"yes",0,"yes","yes","no","female","no",12,"yes",5.76205,"332","3"
39,46,"yes",0,"yes","yes","no","female","no",12,"yes",5.8999,"332","4"
40,47,"yes",0,"yes","yes","no","female","no",12,"yes",5.95842,"332","5"
41,46,"yes",0,"yes","yes","no","female","no",12,"yes",6.17379,"332","6"
42,48,"yes",0,"yes","yes","no","female","no",12,"yes",6.10256,"332","7"
6,49,"yes",0,"no","yes","yes","male","yes",12,"no",6.44572,"333","1"
7,47,"yes",0,"no","yes","yes","male","yes",12,"no",6.62007,"333","2"
8,50,"yes",0,"no","yes","yes","male","yes",12,"no",6.59987,"333","3"
9,46,"yes",0,"no","yes","yes","male","yes",12,"no",6.63332,"333","4"
10,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.83518,"333","5"
11,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.99942,"333","6"
12,48,"yes",0,"no","yes","yes","male","yes",12,"no",6.90776,"333","7"
35,50,"yes",1,"yes","no","yes","male","no",5,"no",6.33328,"334","1"
36,51,"yes",1,"yes","no","yes","male","no",5,"no",5.85793,"334","2"
37,51,"yes",1,"yes","no","yes","male","no",5,"no",6.39526,"334","3"
38,50,"yes",1,"yes","no","yes","male","no",5,"no",6.10925,"334","4"
39,43,"yes",1,"yes","no","yes","male","no",5,"no",6.10925,"334","5"
40,51,"yes",1,"yes","no","yes","male","no",5,"no",6.10925,"334","6"
41,49,"yes",1,"yes","no","yes","male","no",5,"no",6.39693,"334","7"
24,42,"no",0,"yes","yes","yes","female","no",16,"no",6.39526,"335","1"
25,50,"no",0,"yes","yes","yes","female","no",16,"no",6.43615,"335","2"
26,47,"no",0,"yes","yes","yes","female","no",16,"no",6.49224,"335","3"
27,45,"no",0,"yes","yes","yes","female","no",16,"no",6.73102,"335","4"
28,49,"no",0,"yes","yes","yes","female","no",16,"no",6.74524,"335","5"
29,46,"no",0,"yes","yes","yes","female","no",16,"no",7.04229,"335","6"
30,48,"no",0,"yes","yes","yes","female","no",16,"no",7.09008,"335","7"
28,50,"no",1,"yes","no","yes","male","no",14,"no",6.30992,"336","1"
29,49,"yes",0,"yes","no","yes","male","no",14,"no",6.53669,"336","2"
30,50,"yes",0,"yes","no","yes","male","no",14,"no",6.46147,"336","3"
31,48,"yes",0,"yes","no","yes","male","no",14,"no",6.57925,"336","4"
32,52,"no",0,"yes","no","yes","male","no",14,"no",6.8977,"336","5"
33,50,"no",0,"yes","no","yes","male","no",14,"no",6.42487,"336","6"
34,47,"yes",0,"yes","no","yes","male","no",14,"no",6.91473,"336","7"
4,49,"yes",0,"yes","yes","yes","male","no",12,"no",6.65286,"337","1"
5,52,"no",0,"yes","yes","yes","male","no",12,"no",6.77422,"337","2"
6,52,"no",0,"yes","yes","yes","male","no",12,"no",6.90776,"337","3"
7,50,"no",0,"yes","yes","yes","male","no",12,"no",6.96885,"337","4"
8,51,"no",0,"yes","yes","yes","male","no",12,"no",6.96224,"337","5"
9,50,"no",0,"yes","yes","yes","male","no",12,"no",7.10824,"337","6"
10,50,"no",0,"yes","yes","yes","male","no",12,"no",7.39326,"337","7"
9,49,"yes",0,"no","yes","no","female","yes",12,"no",5.98645,"338","1"
10,49,"yes",0,"no","yes","no","female","yes",12,"no",5.95584,"338","2"
11,49,"yes",0,"no","yes","no","female","yes",12,"no",6.18415,"338","3"
12,48,"yes",0,"no","yes","no","female","yes",12,"no",6.19236,"338","4"
13,47,"yes",0,"no","yes","no","female","yes",12,"no",6.62539,"338","5"
14,47,"yes",0,"no","yes","no","female","yes",12,"no",6.62007,"338","6"
15,47,"yes",0,"no","yes","no","female","yes",12,"no",6.80239,"338","7"
9,51,"no",0,"no","no","no","female","no",12,"no",5.88332,"339","1"
10,50,"no",0,"no","no","no","female","no",12,"no",5.8861,"339","2"
11,49,"no",0,"no","no","no","female","no",12,"no",5.93489,"339","3"
12,48,"no",0,"no","no","no","female","no",12,"no",6.07993,"339","4"
13,49,"no",0,"no","no","no","female","no",12,"no",6.07993,"339","5"
14,47,"no",0,"no","no","no","female","no",12,"no",6.08222,"339","6"
15,48,"no",0,"no","no","no","female","no",12,"no",6.2634,"339","7"
28,23,"no",0,"no","yes","yes","male","yes",12,"no",6.57647,"340","1"
29,42,"no",0,"no","yes","yes","male","yes",12,"no",6.66441,"340","2"
30,47,"no",0,"no","yes","yes","male","yes",12,"no",6.73697,"340","3"
31,47,"no",0,"no","yes","yes","male","yes",12,"no",6.80793,"340","4"
32,47,"no",0,"no","yes","yes","male","yes",12,"no",6.80793,"340","5"
33,47,"no",0,"no","yes","yes","male","yes",12,"no",6.91771,"340","6"
34,47,"no",0,"no","yes","yes","male","yes",12,"no",7.04141,"340","7"
7,48,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"341","1"
8,48,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"341","2"
9,49,"no",0,"no","yes","yes","male","no",17,"no",7.24566,"341","3"
10,48,"no",1,"no","yes","yes","male","no",17,"no",7.37776,"341","4"
11,49,"no",1,"no","yes","yes","male","no",17,"no",7.47307,"341","5"
12,48,"no",1,"no","yes","yes","male","no",17,"no",7.57558,"341","6"
13,49,"no",1,"no","yes","yes","male","no",17,"no",7.67322,"341","7"
31,48,"no",1,"no","yes","yes","male","no",9,"no",6.4552,"342","1"
32,48,"no",1,"no","yes","yes","male","no",9,"no",6.5582,"342","2"
33,47,"no",1,"no","yes","yes","male","no",9,"no",6.66313,"342","3"
34,48,"no",1,"no","yes","yes","male","yes",9,"no",6.84588,"342","4"
35,48,"no",1,"no","yes","yes","male","no",9,"no",6.9256,"342","5"
36,48,"no",1,"no","yes","yes","male","no",9,"no",7.13648,"342","6"
37,47,"no",1,"no","yes","yes","male","no",9,"no",7.27031,"342","7"
27,45,"no",1,"no","yes","yes","male","no",12,"no",6.90575,"343","1"
28,47,"no",1,"no","yes","yes","male","no",12,"no",6.90575,"343","2"
29,46,"no",1,"no","yes","yes","male","yes",12,"no",7.18539,"343","3"
30,46,"no",1,"no","yes","yes","male","no",12,"no",7.24423,"343","4"
31,46,"no",1,"no","yes","yes","male","no",12,"no",7.31122,"343","5"
32,45,"no",1,"no","yes","yes","male","no",12,"no",7.37588,"343","6"
33,43,"no",1,"no","yes","yes","male","no",12,"no",7.19519,"343","7"
19,49,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"344","1"
20,46,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"344","2"
21,50,"no",0,"no","yes","no","male","no",17,"no",7.6009,"344","3"
22,47,"no",0,"no","yes","no","male","no",17,"no",7.71869,"344","4"
23,50,"no",1,"no","yes","yes","male","no",17,"no",7.74066,"344","5"
24,49,"no",1,"no","yes","yes","male","no",17,"no",7.6009,"344","6"
25,48,"no",1,"no","yes","yes","male","no",17,"no",7.6811,"344","7"
17,49,"no",1,"no","yes","yes","male","yes",11,"yes",6.16331,"345","1"
18,50,"no",1,"no","yes","yes","male","yes",11,"yes",6.30992,"345","2"
19,50,"no",1,"no","yes","yes","male","yes",11,"yes",6.30445,"345","3"
20,50,"no",1,"no","yes","yes","male","yes",11,"yes",6.62007,"345","4"
21,49,"no",1,"no","yes","yes","male","yes",11,"yes",6.47697,"345","5"
22,49,"no",1,"no","yes","yes","male","yes",11,"yes",6.55108,"345","6"
23,49,"no",1,"no","yes","yes","male","yes",11,"yes",6.47697,"345","7"
22,38,"no",0,"no","yes","yes","male","yes",17,"no",6.90575,"346","1"
23,44,"no",0,"no","yes","yes","male","yes",17,"no",6.90575,"346","2"
24,42,"no",0,"no","yes","yes","male","yes",17,"no",6.57925,"346","3"
25,37,"no",0,"no","yes","yes","male","yes",17,"no",7.04752,"346","4"
26,39,"no",0,"no","yes","yes","male","yes",17,"no",7.09008,"346","5"
27,36,"no",0,"no","yes","yes","male","yes",17,"no",7.32251,"346","6"
28,40,"no",0,"no","yes","yes","male","yes",17,"no",7.31322,"346","7"
18,38,"no",0,"no","no","yes","male","no",17,"no",6.77422,"347","1"
19,39,"no",0,"no","no","yes","male","no",17,"no",6.88755,"347","2"
20,36,"no",0,"no","no","yes","male","no",17,"no",6.90776,"347","3"
21,37,"no",0,"no","no","yes","male","no",17,"no",6.96508,"347","4"
22,39,"no",0,"no","no","yes","male","no",17,"no",6.95655,"347","5"
23,39,"no",0,"no","no","yes","male","no",17,"no",7.19669,"347","6"
24,36,"no",0,"no","no","yes","male","no",17,"no",7.1309,"347","7"
27,48,"no",1,"yes","yes","yes","male","no",16,"no",6.90575,"348","1"
28,47,"no",1,"yes","yes","yes","male","no",16,"no",6.90575,"348","2"
29,49,"no",1,"yes","yes","yes","male","no",16,"no",7.84385,"348","3"
30,48,"no",1,"yes","yes","yes","male","no",16,"no",7.93737,"348","4"
31,48,"no",1,"yes","yes","yes","male","no",16,"no",8.10168,"348","5"
32,35,"no",1,"yes","yes","yes","male","no",16,"no",7.91936,"348","6"
33,25,"no",1,"yes","yes","no","male","no",16,"no",8.02027,"348","7"
3,51,"yes",0,"yes","yes","yes","male","no",12,"no",6.13988,"349","1"
4,49,"no",0,"yes","yes","yes","male","no",12,"no",6.56667,"349","2"
5,50,"no",0,"yes","yes","yes","male","no",12,"no",6.65157,"349","3"
6,50,"no",0,"yes","yes","yes","male","no",12,"no",6.83303,"349","4"
7,49,"no",0,"yes","yes","yes","male","no",12,"no",6.97167,"349","5"
8,48,"no",0,"yes","yes","yes","male","no",12,"no",7.07834,"349","6"
9,49,"no",0,"yes","yes","yes","male","no",12,"no",7.19669,"349","7"
37,40,"yes",0,"yes","yes","yes","male","yes",11,"no",6.55108,"350","1"
38,38,"yes",0,"yes","yes","yes","male","yes",11,"no",6.68711,"350","2"
39,46,"yes",0,"yes","yes","yes","male","no",11,"no",6.75227,"350","3"
40,46,"yes",0,"yes","yes","yes","male","yes",11,"no",6.81344,"350","4"
41,46,"yes",0,"yes","yes","yes","male","yes",11,"no",6.96035,"350","5"
42,44,"no",0,"yes","yes","yes","male","yes",11,"no",7.02019,"350","6"
43,43,"yes",0,"yes","yes","yes","male","yes",11,"no",7.08171,"350","7"
23,49,"yes",1,"no","no","yes","male","no",8,"no",5.92693,"351","1"
24,49,"yes",1,"no","no","yes","male","no",8,"no",5.99146,"351","2"
25,48,"yes",1,"no","no","yes","male","yes",8,"no",6.57368,"351","3"
26,51,"yes",1,"no","no","yes","male","yes",8,"no",6.66568,"351","4"
27,47,"yes",1,"no","no","yes","male","yes",8,"no",6.69703,"351","5"
28,44,"yes",1,"no","no","yes","male","yes",8,"no",6.82002,"351","6"
29,50,"yes",1,"no","no","yes","male","yes",8,"no",6.94505,"351","7"
5,50,"no",0,"yes","yes","yes","male","no",14,"no",6.43775,"352","1"
6,49,"no",0,"yes","yes","yes","male","no",14,"no",6.57368,"352","2"
7,49,"no",0,"yes","yes","yes","male","no",14,"no",6.65286,"352","3"
8,48,"no",0,"yes","yes","yes","male","no",14,"no",6.82655,"352","4"
9,49,"no",0,"yes","yes","yes","male","no",14,"no",6.90776,"352","5"
10,48,"no",0,"yes","yes","yes","male","no",14,"no",7.03615,"352","6"
11,48,"no",0,"yes","yes","yes","male","no",14,"no",7.04229,"352","7"
30,47,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"353","1"
31,48,"no",1,"no","yes","yes","male","no",17,"no",6.90575,"353","2"
32,45,"no",1,"no","yes","yes","male","no",17,"no",8.16052,"353","3"
33,47,"no",1,"no","yes","yes","male","no",17,"no",8.00637,"353","4"
34,47,"no",1,"no","yes","yes","male","no",17,"no",8.05516,"353","5"
35,47,"no",1,"no","yes","yes","male","no",17,"no",7.94591,"353","6"
36,47,"no",1,"no","yes","yes","male","no",17,"no",7.9831,"353","7"
21,49,"yes",1,"no","yes","yes","male","yes",12,"yes",6.50429,"354","1"
22,47,"yes",1,"no","yes","yes","male","yes",12,"yes",6.55108,"354","2"
23,48,"yes",1,"no","yes","yes","male","yes",12,"yes",6.64509,"354","3"
24,49,"yes",1,"no","yes","yes","male","yes",12,"yes",6.64639,"354","4"
25,49,"yes",1,"no","yes","yes","male","yes",12,"yes",6.90776,"354","5"
26,46,"yes",1,"no","yes","yes","male","yes",12,"yes",7.01392,"354","6"
27,49,"yes",1,"no","yes","yes","male","yes",12,"yes",7.09008,"354","7"
7,47,"no",0,"yes","yes","yes","male","no",12,"no",5.76832,"355","1"
8,50,"no",0,"yes","yes","yes","male","no",12,"no",5.8999,"355","2"
9,50,"yes",0,"yes","yes","yes","male","yes",12,"no",6.608,"355","3"
10,51,"yes",0,"yes","yes","yes","male","yes",12,"no",6.84588,"355","4"
11,49,"yes",0,"yes","yes","yes","male","no",12,"no",6.08677,"355","5"
12,51,"yes",0,"no","no","yes","male","no",12,"no",6.30992,"355","6"
13,51,"yes",0,"no","no","yes","male","no",12,"no",6.30992,"355","7"
4,50,"yes",1,"no","yes","yes","male","no",12,"no",6.39024,"356","1"
5,50,"yes",1,"no","yes","yes","male","no",12,"no",6.49072,"356","2"
6,50,"yes",1,"no","yes","yes","male","no",12,"no",6.61874,"356","3"
7,50,"yes",1,"no","yes","yes","male","no",12,"no",6.80572,"356","4"
8,50,"yes",1,"no","yes","yes","male","no",12,"no",6.90375,"356","5"
9,51,"yes",1,"no","yes","yes","male","no",12,"no",6.98101,"356","6"
10,50,"yes",1,"no","yes","yes","male","no",12,"no",7.06219,"356","7"
16,44,"yes",1,"no","yes","yes","male","yes",12,"no",6.34564,"357","1"
17,49,"yes",1,"no","yes","yes","male","yes",12,"no",6.51471,"357","2"
18,46,"yes",1,"no","yes","yes","male","yes",12,"no",6.57925,"357","3"
19,48,"yes",1,"no","yes","yes","male","yes",12,"no",6.63332,"357","4"
20,48,"yes",1,"no","yes","yes","male","yes",12,"no",6.80239,"357","5"
21,48,"yes",1,"no","yes","yes","male","yes",12,"no",6.88755,"357","6"
22,48,"yes",1,"no","yes","yes","male","yes",12,"no",7.0076,"357","7"
16,40,"no",0,"no","no","yes","male","yes",16,"no",6.49072,"358","1"
17,36,"no",0,"no","no","yes","male","yes",16,"no",6.51471,"358","2"
18,39,"no",0,"no","no","yes","male","no",16,"no",6.55108,"358","3"
19,35,"no",0,"no","no","yes","male","yes",16,"no",6.70808,"358","4"
20,38,"no",0,"no","no","yes","male","yes",16,"no",6.82002,"358","5"
21,37,"no",0,"no","no","yes","male","yes",16,"no",6.4599,"358","6"
22,36,"no",0,"no","no","yes","male","yes",16,"no",6.99118,"358","7"
36,48,"yes",1,"no","no","yes","male","yes",10,"no",5.98141,"359","1"
37,49,"yes",1,"no","no","yes","male","yes",10,"no",5.98141,"359","2"
38,40,"yes",1,"no","no","yes","male","yes",10,"no",6.10925,"359","3"
39,48,"yes",1,"no","no","yes","male","yes",10,"no",6.21461,"359","4"
40,49,"yes",1,"no","no","yes","male","yes",10,"no",6.25767,"359","5"
41,39,"yes",1,"no","no","yes","male","yes",10,"no",6.32436,"359","6"
42,48,"yes",1,"no","no","yes","male","yes",10,"no",6.43294,"359","7"
28,48,"no",1,"no","yes","yes","male","no",12,"no",6.90575,"360","1"
29,48,"no",1,"no","yes","yes","male","no",12,"no",6.90575,"360","2"
30,49,"no",1,"no","yes","yes","male","no",12,"no",7.24423,"360","3"
31,48,"no",1,"no","yes","yes","male","no",12,"no",6.95655,"360","4"
32,47,"no",1,"no","yes","yes","male","no",12,"no",7.00307,"360","5"
33,46,"no",1,"no","yes","yes","male","no",12,"no",7.17319,"360","6"
34,48,"no",1,"no","yes","yes","male","no",12,"no",7.1309,"360","7"
5,49,"no",0,"no","yes","no","female","no",17,"no",5.4161,"361","1"
6,52,"no",0,"no","yes","no","female","no",17,"no",5.48064,"361","2"
7,20,"no",0,"no","yes","no","female","no",17,"no",6.21461,"361","3"
8,50,"no",0,"no","yes","no","female","no",17,"no",6.25383,"361","4"
9,49,"no",0,"no","yes","no","female","no",17,"no",6.34388,"361","5"
10,48,"no",0,"yes","yes","no","female","no",17,"no",7.17012,"361","6"
11,51,"no",0,"yes","yes","no","female","no",17,"no",7.21671,"361","7"
20,52,"yes",0,"yes","no","yes","male","no",10,"no",6.58617,"362","1"
21,52,"yes",0,"yes","no","yes","male","no",10,"no",6.66185,"362","2"
22,51,"yes",0,"yes","no","yes","male","no",10,"no",6.81344,"362","3"
23,51,"yes",0,"yes","no","yes","male","no",10,"no",6.86171,"362","4"
24,52,"yes",0,"yes","no","yes","male","no",10,"no",7.06902,"362","5"
25,52,"yes",0,"yes","no","yes","male","no",10,"no",7.0775,"362","6"
26,51,"yes",0,"yes","no","yes","male","no",10,"no",7.1107,"362","7"
15,49,"yes",1,"no","no","yes","male","yes",12,"no",6.12249,"363","1"
16,49,"yes",1,"no","no","yes","male","yes",12,"no",6.16542,"363","2"
17,49,"yes",1,"no","no","yes","male","yes",12,"no",6.21661,"363","3"
18,42,"yes",1,"no","no","yes","male","yes",12,"no",6.56526,"363","4"
19,34,"yes",1,"no","no","yes","male","yes",12,"no",6.62007,"363","5"
20,47,"yes",1,"no","no","yes","male","yes",12,"no",6.69332,"363","6"
21,47,"yes",0,"no","no","yes","male","yes",12,"no",6.80239,"363","7"
20,49,"no",1,"no","yes","no","female","no",13,"no",6.43775,"364","1"
21,47,"no",1,"no","yes","no","female","no",13,"no",6.39693,"364","2"
22,48,"no",1,"no","yes","no","female","no",13,"no",6.4708,"364","3"
23,47,"no",1,"no","yes","no","female","no",13,"no",6.74524,"364","4"
24,48,"no",1,"no","yes","no","female","no",13,"no",6.77422,"364","5"
25,47,"no",1,"no","yes","no","female","no",13,"no",6.7901,"364","6"
26,47,"yes",1,"no","yes","no","female","no",13,"no",6.7901,"364","7"
32,48,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"365","1"
33,49,"no",0,"no","yes","yes","male","no",17,"no",6.90575,"365","2"
34,49,"no",0,"no","yes","yes","male","no",17,"no",5.01728,"365","3"
35,50,"no",0,"no","yes","yes","male","no",17,"no",7.37776,"365","4"
36,48,"no",0,"no","yes","yes","male","no",17,"no",7.46737,"365","5"
37,47,"no",0,"no","yes","yes","male","no",17,"no",7.37776,"365","6"
38,49,"no",0,"no","yes","yes","male","no",17,"no",7.33106,"365","7"
12,47,"yes",0,"no","yes","yes","male","no",12,"no",6.62007,"366","1"
13,50,"yes",0,"no","yes","yes","male","no",12,"no",6.55108,"366","2"
14,51,"yes",0,"no","yes","yes","male","no",12,"no",6.55108,"366","3"
15,46,"no",0,"yes","yes","yes","male","no",12,"no",5.87212,"366","4"
16,52,"no",0,"yes","yes","yes","male","no",12,"no",6.9256,"366","5"
17,51,"no",0,"yes","yes","yes","male","no",12,"no",6.76504,"366","6"
18,50,"no",0,"yes","yes","yes","male","no",12,"no",6.68211,"366","7"
25,50,"yes",1,"no","yes","yes","male","no",9,"no",6.51471,"367","1"
26,42,"yes",1,"no","yes","yes","male","no",9,"no",6.76273,"367","2"
27,49,"yes",1,"no","yes","yes","male","no",9,"no",6.93731,"367","3"
28,48,"yes",1,"no","yes","yes","male","no",9,"no",6.82979,"367","4"
29,38,"yes",1,"no","yes","yes","male","no",9,"no",6.88244,"367","5"
30,50,"yes",1,"no","yes","yes","male","no",9,"no",6.98008,"367","6"
31,49,"yes",1,"no","yes","yes","male","no",9,"no",7.09008,"367","7"
9,49,"no",1,"yes","yes","yes","male","no",16,"no",6.4677,"368","1"
10,49,"no",1,"yes","yes","yes","male","no",16,"no",6.62007,"368","2"
11,49,"no",0,"yes","yes","yes","male","no",16,"no",6.76849,"368","3"
12,47,"no",0,"yes","yes","yes","male","no",16,"no",6.99577,"368","4"
13,49,"no",0,"yes","yes","yes","male","no",16,"no",7.13648,"368","5"
14,48,"no",0,"yes","yes","yes","male","no",16,"no",7.37776,"368","6"
15,48,"no",0,"yes","yes","yes","male","no",16,"no",7.54961,"368","7"
2,50,"yes",0,"no","yes","yes","male","yes",14,"no",6.29711,"369","1"
3,50,"yes",0,"no","yes","yes","male","yes",14,"no",6.49224,"369","2"
4,50,"no",0,"no","yes","yes","male","yes",14,"no",6.74524,"369","3"
5,49,"yes",0,"no","yes","yes","male","yes",14,"no",6.88244,"369","4"
6,50,"yes",0,"no","yes","yes","male","yes",14,"no",6.95655,"369","5"
7,49,"yes",0,"no","yes","yes","male","yes",14,"no",7.04752,"369","6"
8,48,"yes",0,"no","yes","yes","male","yes",14,"no",7.1309,"369","7"
9,49,"no",0,"no","yes","yes","male","yes",12,"no",6.60259,"370","1"
10,49,"no",0,"no","yes","yes","male","yes",12,"no",6.62407,"370","2"
11,49,"no",0,"no","yes","yes","male","yes",12,"no",6.71538,"370","3"
12,49,"no",0,"no","yes","yes","male","yes",12,"no",6.84268,"370","4"
13,47,"no",0,"no","yes","yes","male","yes",12,"no",7.02554,"370","5"
14,48,"no",0,"no","yes","yes","male","yes",12,"no",7.2233,"370","6"
15,47,"no",0,"no","yes","yes","male","yes",12,"no",7.09008,"370","7"
31,46,"yes",0,"no","yes","yes","male","yes",10,"no",6.56526,"371","1"
32,47,"yes",0,"no","yes","yes","male","yes",10,"no",6.65929,"371","2"
33,47,"yes",0,"no","yes","yes","male","yes",10,"no",6.78784,"371","3"
34,47,"yes",0,"no","yes","yes","male","yes",10,"no",6.85435,"371","4"
35,47,"yes",0,"no","yes","yes","male","yes",10,"no",6.96602,"371","5"
36,47,"yes",0,"no","yes","yes","male","yes",10,"no",7.15383,"371","6"
37,47,"yes",0,"no","yes","yes","male","yes",10,"no",7.10906,"371","7"
9,49,"no",0,"no","yes","no","female","no",16,"no",6.52209,"372","1"
10,49,"no",0,"no","yes","no","female","no",16,"no",6.58617,"372","2"
11,47,"no",0,"no","yes","no","female","no",16,"no",6.65286,"372","3"
12,48,"no",0,"no","yes","no","female","no",16,"no",6.65286,"372","4"
13,48,"no",0,"no","yes","no","female","no",16,"no",6.77765,"372","5"
14,47,"no",0,"no","yes","no","female","no",16,"no",6.80239,"372","6"
15,48,"no",0,"no","yes","no","female","no",16,"no",6.93049,"372","7"
16,47,"no",0,"yes","yes","no","female","no",11,"yes",6.05678,"373","1"
17,50,"no",0,"yes","yes","no","female","no",11,"yes",6.23441,"373","2"
18,50,"no",0,"yes","yes","no","female","no",11,"yes",6.39693,"373","3"
19,50,"no",0,"yes","yes","no","female","no",11,"yes",6.39859,"373","4"
20,50,"no",0,"yes","yes","no","female","no",11,"yes",6.39693,"373","5"
21,49,"no",0,"yes","yes","no","female","no",11,"yes",6.39693,"373","6"
22,47,"no",0,"yes","yes","no","female","no",11,"yes",6.47697,"373","7"
13,50,"yes",0,"no","no","yes","male","no",9,"no",5.76832,"374","1"
14,50,"yes",0,"no","no","yes","male","no",9,"no",5.85793,"374","2"
15,49,"yes",0,"no","no","yes","male","no",9,"no",6.03787,"374","3"
16,50,"yes",0,"no","no","yes","male","no",9,"no",6.10702,"374","4"
17,50,"yes",0,"no","no","yes","male","no",9,"no",6.17379,"374","5"
18,50,"yes",0,"no","no","yes","male","no",9,"no",6.23245,"374","6"
19,49,"yes",0,"no","no","yes","male","no",9,"no",6.2672,"374","7"
20,46,"yes",0,"yes","yes","no","female","yes",11,"yes",5.68358,"375","1"
21,45,"yes",0,"yes","yes","no","female","yes",11,"yes",5.73334,"375","2"
22,41,"yes",0,"yes","yes","no","female","yes",11,"yes",5.8861,"375","3"
23,40,"yes",0,"yes","yes","no","female","no",11,"yes",5.94542,"375","4"
24,38,"yes",0,"yes","yes","no","female","yes",11,"yes",6.01372,"375","5"
25,42,"no",0,"yes","yes","no","female","no",11,"yes",6.02345,"375","6"
26,36,"no",0,"yes","yes","no","female","no",11,"yes",6.10702,"375","7"
27,47,"no",0,"no","no","yes","male","no",12,"no",6.49224,"376","1"
28,48,"no",0,"no","no","yes","male","no",12,"no",6.55108,"376","2"
29,48,"no",0,"no","no","yes","male","no",12,"no",6.60665,"376","3"
30,48,"no",0,"no","no","yes","male","no",12,"no",6.68461,"376","4"
31,47,"no",0,"no","no","yes","male","no",12,"no",6.74524,"376","5"
32,49,"yes",0,"no","no","yes","male","no",12,"no",6.80239,"376","6"
33,47,"no",0,"no","no","yes","male","no",12,"no",6.85646,"376","7"
