"nr","year","school","exper","union","ethn","married","health","wage","industry","occupation","residence"
3580,1985,12,7,"no","other","no","no",1.6782228621,"Trade","Laborers_and_farmers","nothern_central"
3580,1986,12,8,"no","other","no","no",1.481682544,"Trade","Clerical_and_kindred","nothern_central"
3580,1987,12,9,"no","other","yes","no",1.437259536,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","nothern_central"
3581,1980,14,2,"no","other","no","no",1.1263234911,"Transportation","Managers, Officials_and_Proprietors","south"
3581,1981,14,3,"no","other","no","no",0.2309867288,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
3581,1982,14,4,"no","other","no","no",2.2271266817,"Manufacturing","Clerical_and_kindred","south"
3581,1983,14,5,"no","other","no","no",2.1716971913,"Manufacturing","Operatives_and_kindred","nothern_central"
3581,1984,14,6,"no","other","yes","no",2.220440789,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3581,1985,14,7,"no","other","yes","no",2.1814772204,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3581,1986,14,8,"no","other","yes","no",2.4390413939,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3581,1987,14,9,"no","other","yes","no",2.5104234826,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1980,12,2,"yes","other","yes","no",1.6711431179,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1981,12,3,"yes","other","yes","no",2.0249533564,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1982,12,4,"yes","other","yes","no",-0.487303126,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1983,12,5,"yes","other","yes","no",1.861542263,"Manufacturing","Laborers_and_farmers","nothern_central"
3589,1984,12,6,"yes","other","yes","no",1.9449106487,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1985,12,7,"yes","other","yes","no",1.8713222921,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1986,12,8,"yes","other","yes","no",1.9422373767,"Manufacturing","Operatives_and_kindred","nothern_central"
3589,1987,12,9,"yes","other","yes","no",2.0334303091,"Manufacturing","Operatives_and_kindred","nothern_central"
3591,1980,12,2,"no","other","no","no",1.1188803042,"Trade","Laborers_and_farmers","nothern_central"
3591,1981,12,3,"no","other","no","no",1.8392400075,"Trade","Craftsmen, Foremen_and_kindred","nothern_central"
3591,1982,12,4,"yes","other","yes","no",1.8927637056,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3591,1983,12,5,"yes","other","yes","no",1.9573481877,"Manufacturing","Laborers_and_farmers","nothern_central"
3591,1984,12,6,"yes","other","yes","no",2.0327019961,"Manufacturing","Laborers_and_farmers","nothern_central"
3591,1985,12,7,"yes","other","yes","no",2.1883931744,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3591,1986,12,8,"yes","other","no","no",2.3037753359,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3591,1987,12,9,"yes","other","no","no",2.2772119385,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3598,1980,12,3,"no","other","no","no",1.7669975883,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3598,1981,12,4,"no","other","no","no",1.8012971737,"Manufacturing","Operatives_and_kindred","nothern_central"
3598,1982,12,5,"no","other","no","no",1.9258828621,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3598,1983,12,6,"no","other","no","no",2.0438638198,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3598,1984,12,7,"no","other","no","no",2.1299024341,"Manufacturing","Operatives_and_kindred","nothern_central"
3598,1985,12,8,"no","other","yes","no",2.1590043645,"Manufacturing","Operatives_and_kindred","nothern_central"
3598,1986,12,9,"no","other","yes","no",2.2238935239,"Manufacturing","Operatives_and_kindred","nothern_central"
3598,1987,12,10,"yes","other","yes","no",2.1307424916,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3602,1980,12,5,"yes","other","no","no",2.0102411766,"Manufacturing","Operatives_and_kindred","south"
3602,1981,12,6,"yes","other","no","no",2.0721858048,"Manufacturing","Operatives_and_kindred","nothern_central"
3602,1982,12,7,"no","other","no","no",2.2616031113,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3602,1983,12,8,"yes","other","yes","no",2.2109179045,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3602,1984,12,9,"yes","other","yes","no",2.2421621722,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3602,1985,12,10,"yes","other","yes","no",2.0800824986,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3602,1986,12,11,"no","other","yes","no",2.1389368015,"Manufacturing","Operatives_and_kindred","nothern_central"
3602,1987,12,12,"yes","other","yes","no",2.1605954547,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3607,1980,10,7,"no","other","no","no",0.9072417973,"Trade","Operatives_and_kindred","nothern_central"
3607,1981,10,8,"no","other","no","no",0.0747235462,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1982,10,9,"no","other","no","no",0.1715794603,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1983,10,10,"no","other","no","no",0.9480025645,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1984,10,11,"no","other","no","no",1.2270708556,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1985,10,12,"no","other","no","no",0.4354531453,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1986,10,13,"no","other","no","no",0.638811979,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3607,1987,10,14,"no","other","no","no",1.6775561665,"Entertainment","Professional, Technical_and_kindred","nothern_central"
3621,1980,12,4,"no","other","no","yes",1.5084976782,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1981,12,5,"yes","other","no","no",1.8316053778,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1982,12,6,"yes","other","no","no",1.506580527,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1983,12,7,"yes","other","no","no",1.6316551191,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1984,12,8,"yes","other","no","no",1.5450165857,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1985,12,9,"yes","other","no","no",1.8200289977,"Manufacturing","Laborers_and_farmers","nothern_central"
3621,1986,12,10,"yes","other","no","yes",1.6419582185,"Manufacturing","Operatives_and_kindred","nothern_central"
3621,1987,12,11,"no","other","no","yes",1.6889905441,"Manufacturing","Laborers_and_farmers","nothern_central"
3628,1980,14,3,"no","other","yes","no",1.8422159621,"Trade","Clerical_and_kindred","nothern_central"
3628,1981,14,4,"no","other","yes","no",1.7361896181,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3628,1982,14,5,"no","other","yes","no",2.2919916843,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3628,1983,14,6,"no","other","yes","no",1.8380289668,"Manufacturing","Managers, Officials_and_Proprietors","south"
3628,1984,14,7,"no","other","yes","no",2.3319420551,"Manufacturing","Clerical_and_kindred","south"
3628,1985,14,8,"no","other","yes","no",2.2888794459,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
3628,1986,14,9,"no","other","yes","no",2.5101442959,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3628,1987,14,10,"no","other","yes","no",2.4609520205,"Manufacturing","Managers, Officials_and_Proprietors",NA
3653,1980,12,2,"no","other","yes","no",1.670645894,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1981,12,3,"no","other","yes","no",1.9392771038,"Business_and_Repair_Service","Managers, Officials_and_Proprietors","nothern_central"
3653,1982,12,4,"no","other","yes","no",2.0495850491,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1983,12,5,"no","other","yes","no",2.010247209,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1984,12,6,"no","other","yes","no",2.0917922152,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1985,12,7,"no","other","no","no",2.0233384994,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1986,12,8,"no","other","no","no",1.9755976956,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3653,1987,12,9,"no","other","yes","no",1.853110755,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3706,1980,13,4,"no","other","no","no",1.6744108136,"Professional_and_Related Service","Professional, Technical_and_kindred","nothern_central"
3706,1981,13,5,"no","other","no","no",1.7917594692,"Construction","Craftsmen, Foremen_and_kindred",NA
3706,1982,13,6,"no","other","no","no",1.5187977109,"Trade","Sales_Workers",NA
3706,1983,13,7,"no","other","no","no",1.7254100887,"Trade","Managers, Officials_and_Proprietors",NA
3706,1984,13,8,"no","other","no","no",1.6486448326,"Trade","Managers, Officials_and_Proprietors",NA
3706,1985,13,9,"no","other","no","no",1.7776697238,"Personal_Service","Professional, Technical_and_kindred",NA
3706,1986,13,10,"no","other","no","no",1.7732931875,"Entertainment","Clerical_and_kindred",NA
3706,1987,13,11,"no","other","yes","no",1.8122887605,"Professional_and_Related Service","Clerical_and_kindred",NA
3707,1980,13,2,"no","other","no","no",-1.103046886,"Professional_and_Related Service","Clerical_and_kindred","nothern_central"
3707,1981,13,3,"no","other","yes","no",1.8638262568,"Finance","Managers, Officials_and_Proprietors","nothern_central"
3707,1982,13,4,"no","other","yes","no",1.7443302307,"Trade","Sales_Workers","nothern_central"
3707,1983,13,5,"no","other","yes","no",2.1128841642,"Manufacturing","Sales_Workers","nothern_central"
3707,1984,13,6,"no","other","yes","no",2.081042823,"Trade","Sales_Workers","nothern_central"
3707,1985,13,7,"no","other","yes","no",2.4019505431,"Trade","Sales_Workers","nothern_central"
3707,1986,13,8,"no","other","yes","no",2.4931086152,"Manufacturing","Sales_Workers","nothern_central"
3707,1987,13,9,"no","other","yes","no",2.7285794924,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
3708,1980,12,1,"no","other","no","no",1.6805250082,"Manufacturing","Clerical_and_kindred","nothern_central"
3708,1981,12,2,"no","other","no","no",1.7032289764,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1982,12,3,"yes","other","no","no",1.6688491749,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1983,12,4,"yes","other","no","no",2.018771941,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1984,12,5,"yes","other","no","no",2.0238736925,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1985,12,6,"yes","other","no","no",2.1220810104,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1986,12,7,"yes","other","no","no",2.0145280908,"Manufacturing","Operatives_and_kindred","nothern_central"
3708,1987,12,8,"yes","other","no","no",2.1487609971,"Public_Administration","Service_Workers","nothern_central"
3743,1980,11,1,"no","other","no","no",1.2561085587,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3743,1981,11,2,"no","other","no","no",1.716536048,"Manufacturing","Operatives_and_kindred","nothern_central"
3743,1982,11,3,"no","other","no","no",1.7210121377,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
3743,1983,11,4,"no","other","no","no",1.7646308018,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3743,1984,11,5,"no","other","yes","no",2.1474695623,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3743,1985,11,6,"no","other","yes","no",2.0894418547,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3743,1986,11,7,"no","other","yes","no",2.1484283981,"Manufacturing","Professional, Technical_and_kindred","nothern_central"
3743,1987,11,8,"no","other","yes","no",2.1604689445,"Manufacturing","Managers, Officials_and_Proprietors","nothern_central"
3777,1980,12,2,"yes","other","yes","no",1.9487748545,"Trade","Laborers_and_farmers","nothern_central"
3777,1981,12,3,"yes","other","yes","no",2.0402208285,"Trade","Laborers_and_farmers","nothern_central"
3777,1982,12,4,"yes","other","yes","no",2.0665167764,"Trade","Clerical_and_kindred","nothern_central"
3777,1983,12,5,"yes","other","yes","no",2.2109179045,"Trade","Clerical_and_kindred","nothern_central"
3777,1984,12,6,"yes","other","yes","no",2.0840453041,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3777,1985,12,7,"yes","other","yes","no",2.0944658434,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3777,1986,12,8,"yes","other","yes","no",1.9804001497,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3777,1987,12,9,"yes","other","yes","no",1.9979314761,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3831,1980,11,3,"no","other","no","no",1.1731240282,"Trade","Service_Workers","nothern_central"
3831,1981,11,4,"no","other","no","no",1.3188816849,"Trade","Service_Workers","nothern_central"
3831,1982,11,5,"no","other","no","no",1.4803812894,"Trade","Service_Workers","nothern_central"
3831,1983,11,6,"no","other","no","no",1.6137507709,"Trade","Service_Workers","nothern_central"
3831,1984,11,7,"no","other","no","no",1.4068405028,"Trade","Service_Workers","nothern_central"
3831,1985,11,8,"no","other","yes","no",1.3917492118,"Trade","Service_Workers","nothern_central"
3831,1986,11,9,"no","other","yes","no",1.2916389411,"Trade","Service_Workers","nothern_central"
3831,1987,11,10,"no","other","yes","no",1.3327156802,"Trade","Service_Workers","nothern_central"
3844,1980,11,3,"no","other","no","no",1.4404162135,"Manufacturing","Operatives_and_kindred",NA
3844,1981,11,4,"no","other","no","no",1.4139458925,"Manufacturing","Professional, Technical_and_kindred",NA
3844,1982,11,5,"no","other","no","no",1.5474025215,"Business_and_Repair_Service","Clerical_and_kindred",NA
3844,1983,11,6,"no","other","no","no",1.7688287091,"Transportation","Clerical_and_kindred",NA
3844,1984,11,7,"no","other","no","no",1.7664278682,"Manufacturing","Clerical_and_kindred",NA
3844,1985,11,8,"no","other","no","no",1.8713222921,"Transportation","Clerical_and_kindred",NA
3844,1986,11,9,"no","other","no","no",1.7102716413,"Manufacturing","Managers, Officials_and_Proprietors",NA
3844,1987,11,10,"no","other","no","no",1.6103474168,"Manufacturing","Managers, Officials_and_Proprietors",NA
3847,1980,12,3,"yes","other","no","no",2.2493603318,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1981,12,4,"yes","other","no","no",2.3597435068,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1982,12,5,"yes","other","yes","no",2.2797704152,"Transportation","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1983,12,6,"yes","other","yes","no",2.3201171964,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1984,12,7,"yes","other","yes","no",2.3044660555,"Manufacturing","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1985,12,8,"yes","other","yes","no",2.4019505431,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1986,12,9,"yes","other","yes","no",2.4390413939,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3847,1987,12,10,"yes","other","yes","no",2.4541426467,"Construction","Craftsmen, Foremen_and_kindred","nothern_central"
3848,1980,12,2,"no","other","no","no",1.9980459035,"Trade","Clerical_and_kindred","nothern_central"
3848,1981,12,3,"no","other","no","no",1.8931595837,"Trade","Clerical_and_kindred","nothern_central"
3848,1982,12,4,"no","other","no","no",1.8523903411,"Trade","Clerical_and_kindred","nothern_central"
3848,1983,12,5,"no","other","no","no",1.6205304579,"Trade","Clerical_and_kindred","nothern_central"
3848,1984,12,6,"no","other","no","no",1.9962039431,"Manufacturing","Clerical_and_kindred","nothern_central"
3848,1985,12,7,"no","other","no","no",1.583858775,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3848,1986,12,8,"no","other","yes","no",1.8490382523,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3848,1987,12,9,"no","other","yes","no",2.0591488384,"Trade","Managers, Officials_and_Proprietors","nothern_central"
3882,1980,15,1,"yes","other","no","no",0.5945394135,"Trade","Service_Workers",NA
3882,1981,15,2,"no","other","no","no",0.5461649902,"Trade","Service_Workers",NA
3882,1982,15,3,"no","other","no","no",0.9526954138,"Personal_Service","Professional, Technical_and_kindred",NA
3882,1983,15,4,"no","other","no","no",0.7713790288,"Construction","Laborers_and_farmers",NA
3882,1984,15,5,"no","other","no","no",2.0282922577,"Entertainment","Professional, Technical_and_kindred",NA
3882,1985,15,6,"no","other","no","no",1.9651311955,"Business_and_Repair_Service","Managers, Officials_and_Proprietors",NA
3882,1986,15,7,"no","other","no","no",1.90558908,"Business_and_Repair_Service","Professional, Technical_and_kindred",NA
3882,1987,15,8,"no","other","no","no",1.6559426901,"Manufacturing","Professional, Technical_and_kindred",NA
3937,1980,11,3,"no","black","no","no",1.4479995666,"Public_Administration","Clerical_and_kindred","south"
3937,1981,11,4,"yes","black","no","no",1.328025453,"Public_Administration","Operatives_and_kindred","south"
3937,1982,11,5,"yes","black","no","no",1.5239301653,"Trade","Clerical_and_kindred","south"
3937,1983,11,6,"no","black","no","no",1.5949603626,"Trade","Clerical_and_kindred","south"
3937,1984,11,7,"yes","black","no","no",2.4451541632,"Trade","Managers, Officials_and_Proprietors","south"
3937,1985,11,8,"no","black","yes","no",1.7360646259,"Public_Administration","Professional, Technical_and_kindred","south"
3937,1986,11,9,"yes","black","yes","no",1.6933073773,"Public_Administration","Professional, Technical_and_kindred","south"
3937,1987,11,10,"yes","black","yes","no",1.9829378161,"Professional_and_Related Service","Professional, Technical_and_kindred","south"
4000,1980,7,9,"no","other","no","no",1.6112729284,"Construction","Craftsmen, Foremen_and_kindred","south"
4000,1981,7,10,"no","other","no","no",1.7525387561,"Construction","Craftsmen, Foremen_and_kindred","south"
4000,1982,7,11,"no","other","no","no",1.6714551702,"Construction","Craftsmen, Foremen_and_kindred","south"
4000,1983,7,12,"no","other","yes","no",1.4377280162,"Construction","Laborers_and_farmers",NA
4000,1984,7,13,"no","other","yes","no",1.9056899356,"Construction","Craftsmen, Foremen_and_kindred",NA
4000,1985,7,14,"no","other","yes","no",1.424010074,"Construction","Craftsmen, Foremen_and_kindred",NA
4000,1986,7,15,"no","other","yes","no",1.8038609693,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
4000,1987,7,16,"no","other","yes","no",1.524606688,"Construction","Craftsmen, Foremen_and_kindred",NA
4004,1980,12,4,"no","other","no","no",2.0076153545,"Transportation","Professional, Technical_and_kindred","south"
4004,1981,12,5,"no","other","no","no",2.1799827709,"Transportation","Professional, Technical_and_kindred","south"
4004,1982,12,6,"no","other","no","no",1.9781854376,"Transportation","Professional, Technical_and_kindred","south"
4004,1983,12,7,"no","other","no","no",1.94855364,"Transportation","Operatives_and_kindred","south"
4004,1984,12,8,"no","other","no","no",2.0880114924,"Transportation","Craftsmen, Foremen_and_kindred","south"
4004,1985,12,9,"no","other","no","no",2.0944658434,"Transportation","Professional, Technical_and_kindred","south"
4004,1986,12,10,"no","other","no","no",1.9910166714,"Transportation","Professional, Technical_and_kindred","south"
4004,1987,12,11,"no","other","yes","no",2.0354323118,"Transportation","Clerical_and_kindred","south"
4025,1980,9,2,"no","other","no","no",0.8568673114,"Construction","Craftsmen, Foremen_and_kindred","south"
4025,1981,9,3,"no","other","no","no",1.3325041865,"Construction","Craftsmen, Foremen_and_kindred","south"
4025,1982,9,4,"no","other","yes","no",1.3052107752,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4025,1983,9,5,"no","other","yes","no",1.2145844649,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4025,1984,9,6,"no","other","no","no",1.2479246919,"Construction","Professional, Technical_and_kindred","south"
4025,1985,9,7,"yes","other","no","no",1.463113698,"Trade","Sales_Workers","south"
4025,1986,9,8,"no","other","no","no",1.3404291052,"Manufacturing","Operatives_and_kindred",NA
4025,1987,9,9,"no","other","no","no",2.0438813663,"Construction","Craftsmen, Foremen_and_kindred","south"
4032,1980,11,1,"yes","other","no","no",1.3149490588,"Entertainment","Laborers_and_farmers","south"
4032,1981,11,2,"no","other","no","no",1.1941728754,"Professional_and_Related Service","Clerical_and_kindred","south"
4032,1982,11,3,"no","other","no","no",0.9009272146,"Trade","Operatives_and_kindred","south"
4032,1983,11,4,"no","other","no","no",1.2545327154,"Agricultural","Operatives_and_kindred","south"
4032,1984,11,5,"no","other","no","no",1.3828891917,"Manufacturing","Laborers_and_farmers","south"
4032,1985,11,6,"no","other","no","no",1.6126194387,"Manufacturing","Operatives_and_kindred","south"
4032,1986,11,7,"no","other","no","no",1.8687139504,"Manufacturing","Operatives_and_kindred","south"
4032,1987,11,8,"no","other","yes","no",1.8152517256,"Manufacturing","Operatives_and_kindred","south"
4046,1980,9,6,"no","other","yes","no",1.4384301155,"Trade","Craftsmen, Foremen_and_kindred","south"
4046,1981,9,7,"no","other","yes","no",1.541708465,"Trade","Craftsmen, Foremen_and_kindred","south"
4046,1982,9,8,"no","other","yes","no",1.4197477374,"Trade","Craftsmen, Foremen_and_kindred","south"
4046,1983,9,9,"no","other","yes","no",1.6799833278,"Trade","Craftsmen, Foremen_and_kindred","south"
4046,1984,9,10,"no","other","yes","no",1.3889991924,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4046,1985,9,11,"no","other","yes","no",1.4346742565,"Construction","Craftsmen, Foremen_and_kindred","south"
4046,1986,9,12,"no","other","yes","no",1.5570691252,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4046,1987,9,13,"no","other","yes","no",1.4846592017,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4088,1980,13,4,"no","other","no","no",2.2042504007,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4088,1981,13,5,"no","other","no","no",2.411656188,"Manufacturing","Sales_Workers","south"
4088,1982,13,6,"no","other","no","no",2.3146576742,"Trade","Sales_Workers","south"
4088,1983,13,7,"no","other","no","no",2.5081694279,"Business_and_Repair_Service","Sales_Workers","south"
4088,1984,13,8,"no","other","no","no",2.5988371161,"Manufacturing","Sales_Workers","south"
4088,1985,13,9,"no","other","no","no",2.7003738574,"Business_and_Repair_Service","Sales_Workers","south"
4088,1986,13,10,"no","other","yes","no",2.7414467079,"Manufacturing","Sales_Workers","south"
4088,1987,13,11,"no","other","yes","no",2.6634401902,"Trade","Managers, Officials_and_Proprietors","south"
4091,1980,12,3,"yes","other","yes","no",2.5641342059,"Manufacturing","Operatives_and_kindred",NA
4091,1981,12,4,"yes","other","yes","no",2.5102244578,"Manufacturing","Operatives_and_kindred",NA
4091,1982,12,5,"yes","other","yes","no",2.5933710767,"Manufacturing","Operatives_and_kindred",NA
4091,1983,12,6,"yes","other","yes","no",2.5637392791,"Manufacturing","Operatives_and_kindred",NA
4091,1984,12,7,"yes","other","yes","no",2.4653057235,"Manufacturing","Craftsmen, Foremen_and_kindred",NA
4091,1985,12,8,"yes","other","yes","no",2.6132596368,"Manufacturing","Laborers_and_farmers",NA
4091,1986,12,9,"yes","other","yes","no",2.6454980264,"Manufacturing","Operatives_and_kindred",NA
4091,1987,12,10,"yes","other","yes","no",2.2822923897,"Manufacturing","Laborers_and_farmers",NA
4122,1980,16,0,"no","other","yes","no",1.7771725007,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1981,16,1,"no","other","yes","no",1.8971199849,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1982,16,2,"no","other","yes","no",2.0269756018,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1983,16,3,"no","other","yes","no",2.1308751968,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1984,16,4,"no","other","yes","no",2.0454518779,"Professional_and_Related Service","Managers, Officials_and_Proprietors","north_east"
4122,1985,16,5,"no","other","yes","no",2.2359654057,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1986,16,6,"no","other","yes","no",2.1136189935,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4122,1987,16,7,"no","other","yes","no",2.1487609971,"Professional_and_Related Service","Professional, Technical_and_kindred","north_east"
4127,1980,10,2,"no","other","no","yes",1.1713673303,"Personal_Service","Service_Workers","south"
4127,1981,10,3,"no","other","no","no",1.8430527636,"Personal_Service","Service_Workers","south"
4127,1982,10,4,"no","other","no","no",1.1611687753,"Personal_Service","Clerical_and_kindred","south"
4127,1983,10,5,"no","other","no","no",0.9177725985,"Trade","Craftsmen, Foremen_and_kindred","south"
4127,1984,10,6,"no","other","no","no",0.9271023925,"Trade","Craftsmen, Foremen_and_kindred","south"
4127,1985,10,7,"no","other","no","no",1.4558068481,"Trade","Sales_Workers","south"
4127,1986,10,8,"no","other","no","no",1.3732189281,"Trade","Laborers_and_farmers","south"
4127,1987,10,9,"no","other","no","no",1.4484453271,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4128,1980,12,4,"yes","other","no","no",0.9933319106,"Construction","Craftsmen, Foremen_and_kindred","south"
4128,1981,12,5,"yes","other","no","no",0.9846680293,"Trade","Clerical_and_kindred","south"
4128,1982,12,6,"yes","other","no","no",1.2421373776,"Construction","Laborers_and_farmers","south"
4128,1983,12,7,"yes","other","no","no",1.7848335092,"Construction","Laborers_and_farmers","south"
4128,1984,12,8,"yes","other","no","no",1.8336850136,"Construction","Professional, Technical_and_kindred","south"
4128,1985,12,9,"no","other","no","no",1.5170540882,"Construction","Laborers_and_farmers","south"
4128,1986,12,10,"yes","other","no","no",1.6281111777,"Construction","Laborers_and_farmers","south"
4128,1987,12,11,"yes","other","no","no",1.4266262797,"Construction","Laborers_and_farmers","south"
4159,1980,11,2,"yes","other","no","no",1.6804583482,"Transportation","Clerical_and_kindred","south"
4159,1981,11,3,"yes","other","no","no",2.2900063108,"Transportation","Clerical_and_kindred","south"
4159,1982,11,4,"yes","other","no","no",2.0285794514,"Business_and_Repair_Service","Laborers_and_farmers","south"
4159,1983,11,5,"yes","other","yes","no",1.7586487302,"Transportation","Clerical_and_kindred","south"
4159,1984,11,6,"yes","other","yes","no",2.0030926041,"Transportation","Operatives_and_kindred","south"
4159,1985,11,7,"no","other","no","no",1.4745948804,"Trade","Sales_Workers","south"
4159,1986,11,8,"no","other","yes","no",2.3520300169,"Trade","Sales_Workers","south"
4159,1987,11,9,"no","other","yes","no",1.3884745137,"Business_and_Repair_Service","Craftsmen, Foremen_and_kindred","south"
4204,1980,11,4,"yes","black","no","no",1.195795221,"Personal_Service","Service_Workers","south"
4204,1981,11,5,"no","black","no","no",1.3973553085,"Transportation","Laborers_and_farmers","south"
4204,1982,11,6,"no","black","no","no",1.5178944872,"Trade","Craftsmen, Foremen_and_kindred","south"
4204,1983,11,7,"no","black","yes","no",1.7860347105,"Trade","Craftsmen, Foremen_and_kindred","south"
4204,1984,11,8,"no","black","no","no",1.2517634682,"Trade","Craftsmen, Foremen_and_kindred","south"
4204,1985,11,9,"no","black","no","no",1.3062270384,"Transportation","Laborers_and_farmers","south"
4204,1986,11,10,"no","black","no","no",1.4481963609,"Trade","Craftsmen, Foremen_and_kindred","south"
4204,1987,11,11,"yes","black","no","no",1.3649765424,"Trade","Craftsmen, Foremen_and_kindred","south"
4229,1980,12,2,"no","other","no","yes",1.4594835247,"Trade","Service_Workers","south"
4229,1981,12,3,"no","other","no","no",1.5929086105,"Trade","Service_Workers","south"
4229,1982,12,4,"no","other","no","no",1.3983669424,"Trade","Managers, Officials_and_Proprietors","south"
4229,1983,12,5,"no","other","no","no",1.8207202685,"Trade","Managers, Officials_and_Proprietors","south"
4229,1984,12,6,"no","other","no","no",1.6825463843,"Trade","Managers, Officials_and_Proprietors","south"
4229,1985,12,7,"no","other","no","no",1.5577756861,"Trade","Managers, Officials_and_Proprietors","south"
4229,1986,12,8,"no","other","no","no",1.3404291052,"Trade","Managers, Officials_and_Proprietors","south"
4229,1987,12,9,"no","other","no","no",1.2102749743,"Trade","Managers, Officials_and_Proprietors","south"
4258,1980,12,2,"yes","other","no","no",2.117404487,"Trade","Laborers_and_farmers","south"
