"year","violent","murder","robbery","prisoners","afam","cauc","male","population","income","density","state","law"
"1978",462,3.7,172.3,48,1.768283,70.9734,17.90687,5.73647,12957.44,0.7330015,"Massachusetts","no"
"1979",531.3,3.7,203.2,49,1.848022,71.03321,17.85132,5.738406,12995.58,0.7332489,"Massachusetts","no"
"1980",601.3,4.1,235.5,50,1.959807,70.91966,17.80774,5.746075,12903.66,0.7344165,"Massachusetts","no"
"1981",628.6,3.6,270.9,56,2.084791,70.83539,17.76568,5.768683,12965.68,0.7373061,"Massachusetts","no"
"1982",571.4,3.8,213.8,65,2.199134,70.54771,17.62825,5.771226,13212.7,0.7376311,"Massachusetts","no"
"1983",576.8,3.5,208.5,77,2.317014,70.15474,17.44664,5.799403,13859,0.7412325,"Massachusetts","no"
"1984",523.7,3.6,174.6,79,2.424114,69.82819,17.20547,5.840772,14911.49,0.74652,"Massachusetts","no"
"1985",538.2,3.5,188.5,84,2.532588,69.40924,16.93458,5.880743,15482.72,0.7516287,"Massachusetts","no"
"1986",556.9,3.6,192.7,88,2.635446,68.89589,16.62209,5.902682,16320.18,0.7544328,"Massachusetts","no"
"1987",564.6,3,177.3,92,2.732558,68.4094,16.26856,5.935209,17105.01,0.7585901,"Massachusetts","no"
"1988",619.6,3.5,176.3,102,2.835594,68.05308,15.93803,5.979981,17963.23,0.7643125,"Massachusetts","no"
"1989",675,4.3,202.6,109,2.935843,67.52338,15.57111,6.015479,18033.77,0.7688496,"Massachusetts","no"
"1990",736.3,4,217.1,122,3.025422,69.19524,15.20686,6.018664,17695.93,0.7678826,"Massachusetts","no"
"1991",736.1,4.2,194.6,132,3.097413,68.4557,14.80334,5.998652,17360.52,0.7653294,"Massachusetts","no"
"1992",779,3.6,184.4,143,3.176355,67.97533,14.44555,5.993474,17661.96,0.7646688,"Massachusetts","no"
"1993",804.9,3.9,175.7,161,3.254629,67.48496,14.12593,6.010884,17682.5,0.76689,"Massachusetts","no"
"1994",707.6,3.5,168.2,154,3.325291,67.2147,13.82065,6.031352,18037.15,0.7695014,"Massachusetts","no"
"1995",687.2,3.6,150.4,174,3.413074,67.07729,13.5801,6.062335,18345.35,0.7734544,"Massachusetts","no"
"1996",642.2,2.6,127.7,170,3.489323,66.97061,13.38832,6.085393,18807.43,0.7763961,"Massachusetts","no"
"1997",644.2,1.9,109.1,178,3.591577,66.94775,13.23652,6.115476,19455.93,0.7802343,"Massachusetts","no"
"1998",621.3,2,96.6,278,3.675831,66.97878,13.13072,6.144407,20411.68,0.7839254,"Massachusetts","no"
"1999",551,2,96,275,3.768917,67.02943,13.03218,6.175169,21245.15,0.7878501,"Massachusetts","no"
"1977",584.7,9.3,261.9,137,4.589848,64.94021,18.70428,9.17111,13081.31,0.1614149,"Michigan","no"
"1978",577.2,10.6,219.3,151,4.668867,64.84695,18.57604,9.217762,13498.35,0.162236,"Michigan","no"
"1979",614.2,9.1,219.6,162,4.752085,64.72587,18.46948,9.266269,13309.77,0.1630897,"Michigan","no"
"1980",639.5,10.2,244,163,4.9121,64.53066,18.39734,9.255553,12536.12,0.1625093,"Michigan","no"
"1981",641.9,9.4,257.5,163,4.957617,64.3437,18.24191,9.209284,12193,0.1616969,"Michigan","no"
"1982",656.6,9.1,271.1,165,5.008369,64.04739,17.98322,9.115202,11828.78,0.160045,"Michigan","no"
"1983",716.7,10,285.3,162,5.053564,63.67474,17.68139,9.047753,12243,0.1588607,"Michigan","no"
"1984",760.1,9.7,306.7,159,5.102147,63.40595,17.34668,9.049446,13019.38,0.1588904,"Michigan","no"
"1985",734.1,11.2,292.4,161,5.158282,63.11989,17.00113,9.076297,13643.68,0.1593619,"Michigan","no"
"1986",803.9,11.3,301.3,196,5.212474,62.83232,16.63797,9.127776,14155.86,0.1602658,"Michigan","no"
"1987",780.1,12.2,276.5,227,5.270267,62.52574,16.251,9.187485,14146.01,0.1613141,"Michigan","no"
"1988",741.7,10.8,241.1,259,5.31828,62.2057,15.90378,9.218,14480.72,0.1618499,"Michigan","no"
"1989",709.2,10.7,222.3,298,5.376304,61.78036,15.54663,9.25329,14675.63,0.1624695,"Michigan","no"
"1990",790.4,10.4,234,340,5.444306,63.41766,15.24828,9.310462,14494.76,0.1638906,"Michigan","no"
"1991",803.1,10.8,243.3,366,5.481307,63.24012,14.99776,9.395022,14121.46,0.1653791,"Michigan","no"
"1992",770.1,9.9,221.5,388,5.515503,63.13263,14.77741,9.470323,14397.38,0.1667046,"Michigan","no"
"1993",791.5,9.8,238.5,413,5.555154,62.94234,14.59414,9.52924,14737.71,0.1677417,"Michigan","no"
"1994",766.1,9.8,228.9,414,5.58915,62.84308,14.40718,9.584481,15363.26,0.1687141,"Michigan","no"
"1995",687.8,8.5,187.3,427,5.636846,62.77747,14.30214,9.659871,15679.65,0.1700412,"Michigan","no"
"1996",635.3,7.5,176.2,429,5.675034,62.8381,14.23101,9.739184,15523.84,0.1714374,"Michigan","no"
"1997",590,7.8,152.8,440,5.724264,62.85872,14.17415,9.78545,15878.97,0.1722518,"Michigan","no"
"1998",620.8,7.3,155.8,457,5.772889,62.91081,14.13376,9.820231,16376.02,0.172864,"Michigan","no"
"1999",574.9,7,143,466,5.833841,62.94402,14.09948,9.863775,16806.19,0.1736305,"Michigan","no"
"1977",193.8,2.7,85.9,41,0.9416787,71.22099,18.70508,3.989365,12427,0.0503142,"Minnesota","no"
"1978",189.6,2,85.1,44,0.9856448,71.18407,18.56497,4.015341,12943.69,0.0506418,"Minnesota","no"
"1979",221,2.3,92.5,49,1.027376,71.14611,18.43942,4.050317,12909.15,0.051083,"Minnesota","no"
"1980",227.8,2.6,99.1,51,1.099408,71.29826,18.37938,4.085017,12476.88,0.0513529,"Minnesota","no"
"1981",228.5,2.1,104.3,49,1.190245,71.04656,18.13891,4.111674,12406.72,0.051688,"Minnesota","no"
"1982",219.3,2.3,101.3,49,1.267281,70.61434,17.78386,4.131444,12375.74,0.0519365,"Minnesota","no"
"1983",190.9,1.7,79.6,50,1.337603,70.1346,17.40413,4.141438,12594,0.0520621,"Minnesota","no"
"1984",211.5,1.8,71.1,52,1.411142,69.76175,17.01439,4.157698,13670.54,0.0522665,"Minnesota","no"
"1985",256.4,2.1,85.8,52,1.491174,69.45553,16.65161,4.184286,13976.12,0.0526008,"Minnesota","no"
"1986",284.6,2.5,102,56,1.569578,69.1105,16.27346,4.205208,14435.83,0.0528638,"Minnesota","no"
"1987",285.4,2.6,102.5,58,1.646392,68.82535,15.89751,4.23514,14820.42,0.0532401,"Minnesota","no"
"1988",290.1,2.9,94.7,60,1.725913,68.66412,15.59573,4.296162,14812.46,0.0540072,"Minnesota","no"
"1989",288.3,2.5,94.8,64,1.809225,68.40837,15.29385,4.338045,15229.7,0.0545337,"Minnesota","no"
"1990",306.1,2.7,92.7,71,1.883991,70.15536,15.04357,4.387283,15248.38,0.0551049,"Minnesota","no"
"1991",316,3,98,72,1.938506,70.20422,14.80302,4.427429,14977.46,0.0556091,"Minnesota","no"
"1992",338,3.3,109.5,78,2.038956,70.13239,14.62573,4.471503,15405.58,0.0561627,"Minnesota","no"
"1993",353.9,3.4,112.7,85,2.126541,70.17619,14.4791,4.521709,15204.85,0.0567933,"Minnesota","no"
"1994",359,3.2,117.6,92,2.215273,70.19733,14.34696,4.566028,15769.82,0.0573499,"Minnesota","no"
"1995",356.1,3.9,123.7,100,2.314,70.28978,14.29538,4.605445,16077.28,0.057845,"Minnesota","no"
"1996",338.8,3.6,115.6,105,2.393086,70.42294,14.28865,4.647723,16679.54,0.058376,"Minnesota","no"
"1997",337.8,2.8,114.7,110,2.492936,70.42054,14.30564,4.687726,17091.78,0.0588785,"Minnesota","no"
"1998",310.2,2.6,92.5,113,2.597933,70.36256,14.34353,4.726411,18008.61,0.0593643,"Minnesota","no"
"1999",274,2.8,82,117,2.70455,70.39762,14.37508,4.775508,18383.72,0.059981,"Minnesota","no"
"1977",288.7,14.3,65.7,91,11.30086,47.1701,18.66394,2.459202,8645.796,0.051996,"Mississippi","no"
"1978",321.2,12.6,70.2,67,11.24283,47.24821,18.49264,2.487817,8871.568,0.052601,"Mississippi","no"
"1979",323.6,12.6,70.7,110,11.20169,47.29527,18.31144,2.507067,8985.228,0.053008,"Mississippi","no"
"1980",341.9,14.5,81,141,11.27336,47.1011,18.16803,2.525342,8554.884,0.0534656,"Mississippi","no"
"1981",304.6,12.6,81.4,132,11.36708,47.06833,18.12535,2.539051,8659.495,0.0537559,"Mississippi","no"
"1982",294.6,14,73,177,11.42994,46.95921,18.00418,2.556768,8566.631,0.054131,"Mississippi","no"
"1983",280.4,11.2,63.8,210,11.46199,46.82973,17.84062,2.56773,8615,0.0543631,"Mississippi","no"
"1984",282,9.7,60.5,211,11.52065,46.61835,17.64359,2.578058,9075.017,0.0545817,"Mississippi","no"
"1985",270.9,10.6,62.6,229,11.52669,46.47882,17.39784,2.588097,9187.772,0.0547943,"Mississippi","no"
"1986",274.1,11.2,64.6,237,11.56171,46.41185,17.17962,2.593596,9356.337,0.0549107,"Mississippi","no"
"1987",269.8,10.2,57,249,11.61095,46.35433,16.91101,2.588539,9570.701,0.0548036,"Mississippi","no"
"1988",325.2,8.6,77.2,256,11.66387,46.27898,16.61277,2.580353,9847.19,0.0546303,"Mississippi","no"
"1989",311.2,9.7,78.3,277,11.73186,46.19701,16.32527,2.574273,10069.62,0.0545016,"Mississippi","no"
"1990",340.4,12.2,86.2,293,11.90866,48.01193,16.05819,2.577426,10030.97,0.0549394,"Mississippi","no"
"1991",389.1,12.8,116.3,307,12.05501,47.8049,15.93869,2.59123,10092.19,0.0552336,"Mississippi","yes"
"1992",411.7,12.2,124.5,330,12.17902,47.48308,15.83059,2.610193,10444.81,0.0556378,"Mississippi","yes"
"1993",433.9,13.5,139.3,327,12.33781,47.34798,15.77615,2.635574,10657.45,0.0561788,"Mississippi","yes"
"1994",493.7,15.3,162.5,361,12.43913,47.248,15.65988,2.66345,11120.93,0.056773,"Mississippi","yes"
"1995",502.8,12.9,130.9,395,12.54986,47.20134,15.57741,2.690788,11238.99,0.0573558,"Mississippi","yes"
"1996",488.3,11.1,134.2,452,12.66153,47.11795,15.50349,2.709925,11457.94,0.0577637,"Mississippi","yes"
"1997",469,13.1,137,482,12.7257,47.01833,15.4049,2.731826,11729.45,0.0582305,"Mississippi","yes"
"1998",410.7,11.4,123.3,531,12.79877,47.03033,15.28058,2.751335,12209,0.0586464,"Mississippi","yes"
"1999",349.3,7.7,111.6,574,12.89336,47.0393,15.1223,2.768619,12370.23,0.0590148,"Mississippi","yes"
"1977",460.4,9.6,189,105,3.646178,64.35242,17.50104,4.863175,11493.2,0.0704859,"Missouri","no"
"1978",467.9,10.4,184,111,3.677466,64.30529,17.35882,4.8894,11898.54,0.070866,"Missouri","no"
"1979",527.2,11.2,210.9,116,3.722172,64.122,17.22153,4.912428,11954.24,0.0711998,"Missouri","no"
"1980",554.5,11.1,223.6,113,3.830339,64.24608,17.21838,4.921966,11352.51,0.0713897,"Missouri","no"
"1981",540.2,10.4,215.2,112,3.873377,64.13373,17.12898,4.932079,11460.87,0.0715364,"Missouri","no"
"1982",506.5,9.7,193,131,3.895451,63.91703,16.92983,4.929442,11388.12,0.0714982,"Missouri","no"
"1983",477.2,8.1,167.9,147,3.912676,63.74535,16.64394,4.943727,11716,0.0717054,"Missouri","no"
"1984",460.7,7.1,140.8,162,3.934932,63.53048,16.38307,4.975283,12428.64,0.0721631,"Missouri","no"
"1985",503.5,8.1,147.6,175,3.965899,63.32874,16.11904,5.000254,12841.77,0.0725253,"Missouri","no"
"1986",578.6,9.2,170.2,194,3.993655,63.10036,15.81932,5.023068,13185.04,0.0728562,"Missouri","no"
"1987",544.6,8.3,164.1,203,4.012938,62.981,15.5254,5.056695,13374.25,0.0733439,"Missouri","no"
"1988",552.5,8,168.1,218,4.0438,62.86436,15.26476,5.08173,13544.41,0.073707,"Missouri","no"
"1989",632.6,7.9,195,236,4.068688,62.6871,15.00173,5.095819,13717.65,0.0739114,"Missouri","no"
"1990",715.3,8.8,216.4,269,4.106727,64.76237,14.75709,5.12637,13526.26,0.0744052,"Missouri","no"
"1991",763,10.5,251.1,287,4.134636,64.69089,14.549,5.15777,13567.36,0.074861,"Missouri","no"
"1992",740.4,10.5,226.9,305,4.179498,64.61243,14.39402,5.193686,13874.82,0.0753822,"Missouri","no"
"1993",744.4,11.3,241.8,311,4.216366,64.60291,14.24835,5.237757,13983.26,0.0760219,"Missouri","no"
"1994",743.5,10.5,230.7,308,4.260201,64.67593,14.11159,5.281206,14291.42,0.0766525,"Missouri","no"
"1995",663.8,8.8,204,338,4.286511,64.7411,14.0522,5.32461,14449.48,0.0772825,"Missouri","no"
"1996",590.9,8.1,170.6,358,4.333734,64.7839,14.05027,5.367888,14667.86,0.0779107,"Missouri","no"
"1997",577.4,7.9,156.1,409,4.383485,64.83846,14.04587,5.407113,15061.73,0.07848,"Missouri","no"
"1998",555.7,7.3,149.2,442,4.413081,64.95696,14.03186,5.437562,15546.28,0.0789219,"Missouri","no"
"1999",500.2,6.6,130.7,457,4.451169,65.11991,14.0275,5.468338,15789.59,0.0793686,"Missouri","no"
"1977",218,5.4,39.2,73,1.878684,70.30823,18.86554,0.769954,10909.58,0.0052886,"Montana","no"
"1978",237.6,4.8,36.8,81,1.917767,70.22367,18.67187,0.782316,11797.69,0.0053735,"Montana","no"
"1979",224.2,4.2,33.1,87,1.935456,70.05479,18.47104,0.787308,11386.23,0.0054078,"Montana","no"
"1980",222.6,4,34,96,1.996699,69.50651,18.18962,0.788752,11053.89,0.0054252,"Montana","no"
"1981",253,3.4,38.1,94,2.006873,69.26559,17.82497,0.795317,11227.42,0.0054703,"Montana","no"
"1982",224.8,3.9,33.1,104,2.038085,68.82399,17.37447,0.80399,11013.5,0.00553,"Montana","no"
"1983",212.6,3.7,23.5,114,2.075973,68.35551,16.8837,0.814028,11045,0.005599,"Montana","no"
"1984",237.6,4.4,27.4,104,2.12147,67.86086,16.40055,0.820893,11225.09,0.0056462,"Montana","no"
"1985",208.5,5.8,20.9,121,2.161607,67.42729,15.96853,0.822305,11019.4,0.0056559,"Montana","no"
"1986",157.4,2.9,19.5,136,2.210021,67.00379,15.51819,0.813748,11330.68,0.0055971,"Montana","no"
"1987",151.2,4.1,24.2,135,2.274105,66.64787,15.11905,0.805064,11397.49,0.0055373,"Montana","no"
"1988",123,2.6,22.6,147,2.349055,66.35466,14.75005,0.800194,11250.8,0.0055039,"Montana","no"
"1989",116,2.9,17,158,2.441468,66.1925,14.48098,0.799642,11742.27,0.0055001,"Montana","no"
"1990",159.3,4.9,21.7,165,2.508052,68.23551,14.24213,0.799824,11829.29,0.005495,"Montana","no"
"1991",139.9,2.6,18.6,176,2.550886,68.46097,14.15545,0.807837,12068.08,0.00555,"Montana","no"
"1992",169.9,2.9,26.9,183,2.534665,68.7589,14.15539,0.822436,12150.94,0.0056503,"Montana","yes"
"1993",177.5,3,32.4,180,2.548829,69.12568,14.22258,0.839876,12451.61,0.0057701,"Montana","yes"
"1994",177.1,3.3,32.7,182,2.589824,69.45094,14.24397,0.854923,12182.69,0.0058735,"Montana","yes"
"1995",171.4,4,29.1,204,2.634821,69.94066,14.28058,0.868522,12271.66,0.0059669,"Montana","yes"
"1996",161,3.9,29.7,228,2.675736,70.26747,14.32124,0.876656,12308.2,0.0060228,"Montana","yes"
"1997",132.1,4.8,20.4,259,2.71069,70.51744,14.33813,0.878706,12527.43,0.0060369,"Montana","yes"
"1998",138.8,4.1,19.9,255,2.760783,70.57711,14.37217,0.879533,13018.58,0.0060426,"Montana","yes"
"1999",206.5,2.6,25.8,310,2.83038,70.73254,14.36011,0.882779,13154.21,0.0060649,"Montana","yes"
"1977",199.4,3.9,64.7,93,1.399435,68.76288,18.13208,1.556843,11496.49,0.0203554,"Nebraska","no"
"1978",190.5,3,64.9,83,1.440068,68.61212,17.96054,1.563884,12407.36,0.0204475,"Nebraska","no"
"1979",225.9,4.1,73.5,80,1.470194,68.48695,17.81141,1.567344,12051.65,0.0204927,"Nebraska","no"
"1980",224.6,4.4,82.2,71,1.51918,68.48768,17.70309,1.572296,11209.85,0.0205143,"Nebraska","no"
"1981",181.5,3.1,70.7,89,1.552206,68.36901,17.48889,1.578528,11710.76,0.0205956,"Nebraska","no"
"1982",229.6,2,61.9,104,1.580871,68.11826,17.20726,1.581786,11587.3,0.0206381,"Nebraska","no"
"1983",217.7,2.6,49.8,99,1.609164,67.8284,16.88158,1.584301,11601,0.0206709,"Nebraska","no"
"1984",225.8,3.4,43.2,91,1.645192,67.58923,16.58273,1.588629,12436.31,0.0207274,"Nebraska","no"
"1985",237.9,2.9,48.5,95,1.690266,67.31978,16.26681,1.584662,12726.02,0.0206756,"Nebraska","no"
"1986",262.6,3.1,51.1,108,1.731587,66.95992,15.92627,1.574336,12921.43,0.0205409,"Nebraska","no"
"1987",251.2,3.5,47.1,116,1.773251,66.74837,15.61155,1.566558,13185.69,0.0204394,"Nebraska","no"
"1988",273.2,3.6,56.1,123,1.821041,66.65886,15.33023,1.571464,13458.53,0.0205034,"Nebraska","no"
"1989",279.5,2.5,52,129,1.872395,66.45169,15.07181,1.574881,13553.03,0.020548,"Nebraska","no"
"1990",330,2.7,51.1,141,1.924887,68.57947,14.86603,1.580664,13783.06,0.0205607,"Nebraska","no"
"1991",334.6,3.3,54,140,1.94191,68.71162,14.7431,1.590805,13717.95,0.0206926,"Nebraska","no"
"1992",348.6,4.2,56.7,145,1.997059,68.94002,14.63668,1.602406,13978.48,0.0208435,"Nebraska","no"
"1993",377.8,3.9,62.4,151,2.045469,69.01521,14.55635,1.612149,13895.06,0.0209702,"Nebraska","no"
"1994",389.5,3.1,75.4,153,2.102617,69.06844,14.50556,1.621551,14224.9,0.0210925,"Nebraska","no"
"1995",382,2.9,65.2,164,2.159873,69.22701,14.51073,1.635142,14516.18,0.0212693,"Nebraska","no"
"1996",435,2.9,63.7,183,2.215449,69.32784,14.55224,1.647657,15268.57,0.0214321,"Nebraska","no"
"1997",438.4,3,66.2,194,2.262563,69.34474,14.58731,1.656042,15271.01,0.0215412,"Nebraska","no"
"1998",451.4,3.1,77.6,200,2.292488,69.3675,14.62338,1.660772,15809.01,0.0216027,"Nebraska","no"
"1999",430.2,3.6,75.9,215,2.352001,69.41042,14.63403,1.666028,16174.11,0.0216711,"Nebraska","no"
"1977",743,15.8,323.1,156,3.681372,70.3189,18.48337,0.678334,14056.2,0.0061729,"Nevada","no"
"1978",780.8,15.5,359.5,187,3.747658,70.3098,18.34993,0.719436,14943.84,0.0065469,"Nevada","no"
"1979",835.6,17.5,407.5,204,3.830988,70.28146,18.24282,0.765364,14769.58,0.0069649,"Nevada","no"
"1980",912.6,20,460.6,224,3.977586,70.01524,18.14704,0.810215,14242.02,0.0073727,"Nevada","no"
"1981",896.4,17.5,458,230,4.061517,69.68533,18.00472,0.847639,14006.88,0.0077132,"Nevada","no"
"1982",805.4,13.6,419.6,245,4.136034,69.2001,17.75632,0.881545,13401.55,0.0080218,"Nevada","no"
"1983",655.2,12.8,307.2,301,4.199899,68.61285,17.45294,0.901974,13465,0.0082077,"Nevada","no"
"1984",628.5,10.8,279,354,4.256437,68.18571,16.98045,0.924905,13843.16,0.0084163,"Nevada","no"
"1985",667.1,10.3,274.9,380,4.310617,67.63983,16.57308,0.951024,14197.43,0.008654,"Nevada","no"
"1986",718.9,12.6,286.9,397,4.365152,67.12231,16.16566,0.980653,14568.54,0.0089236,"Nevada","no"
"1987",695.7,8.4,272.5,447,4.434161,66.6797,15.80097,1.023418,14809.02,0.0093128,"Nevada","no"
"1988",780.7,10.5,291.2,432,4.494771,66.14903,15.4424,1.075027,15307.56,0.0097824,"Nevada","no"
"1989",625.3,8.2,250.6,452,4.57811,65.82648,15.29187,1.137369,15713.1,0.0103497,"Nevada","no"
"1990",600.9,9.7,238.3,438,4.65039,66.68157,15.12199,1.218629,15753.59,0.011098,"Nevada","no"
"1991",677,11.8,312.5,444,4.765588,66.65909,14.74476,1.285046,15557.87,0.0117029,"Nevada","no"
"1992",696.8,10.9,331.3,439,4.861448,66.16871,14.42518,1.330694,16112.74,0.0121186,"Nevada","no"
"1993",875.2,10.4,340.1,448,4.925167,65.53869,14.13233,1.380197,16167.39,0.0125694,"Nevada","no"
"1994",1001.9,11.7,352.4,434,5.034716,65.17899,13.90756,1.456388,16554.72,0.0132633,"Nevada","no"
"1995",945.2,10.7,324.6,468,5.145968,64.9338,13.71655,1.525777,16878.43,0.0138952,"Nevada","no"
"1996",811.3,13.7,307.6,493,5.20202,64.62309,13.59839,1.596476,17235.17,0.0145391,"Nevada","yes"
"1997",798.7,11.2,302.4,515,5.310158,64.46743,13.55572,1.675581,17514.68,0.0152595,"Nevada","yes"
"1998",643.6,9.7,254.9,518,5.434025,64.02489,13.57494,1.743772,18210.24,0.0158805,"Nevada","yes"
"1999",570,9.1,232.7,542,5.589821,63.63499,13.65448,1.809253,18540.39,0.0164768,"Nevada","yes"
"1977",113.1,3.2,23.2,30,0.3582589,73.57484,18.31558,0.869762,11330.45,0.0963512,"New Hampshire","yes"
"1978",118.8,1.4,26.3,26,0.3796886,73.85667,18.16437,0.89152,11897.01,0.0987615,"New Hampshire","yes"
"1979",139.9,2.4,28.6,32,0.397987,74.08883,18.02998,0.909075,12047.53,0.1007062,"New Hampshire","yes"
"1980",179.8,2.5,42,35,0.419908,73.9855,17.81628,0.92425,11987.24,0.1027744,"New Hampshire","yes"
"1981",147.1,2.9,35.8,35,0.4623955,74.05631,17.62687,0.936644,12142.58,0.1041526,"New Hampshire","yes"
"1982",124.8,2.2,33.9,42,0.4946624,73.92619,17.3786,0.947717,12286.99,0.1053839,"New Hampshire","yes"
"1983",125.1,2,24.1,47,0.5260274,73.81657,17.11249,0.958125,13041,0.1065412,"New Hampshire","yes"
"1984",133.9,1,23.2,50,0.5568841,73.76155,16.81933,0.976864,13938.11,0.1086249,"New Hampshire","yes"
"1985",140.8,2.1,26.7,57,0.5881072,73.6675,16.51476,0.996757,14648.39,0.110837,"New Hampshire","yes"
"1986",139.5,2.2,23.6,68,0.6166499,73.46386,16.22557,1.025055,15429.37,0.1139837,"New Hampshire","yes"
"1987",149.6,3,26.5,76,0.6424271,73.37527,15.88103,1.054283,16111.37,0.1172337,"New Hampshire","yes"
"1988",147.9,2.3,21.1,81,0.6654498,73.11699,15.57323,1.082576,16637.08,0.1203799,"New Hampshire","yes"
"1989",168.5,3.3,23.8,93,0.6910675,72.84719,15.24296,1.104523,16569.9,0.1228203,"New Hampshire","yes"
"1990",131.5,1.9,27.2,103,0.717645,74.6099,14.82707,1.111831,15783.31,0.1239638,"New Hampshire","yes"
"1991",119.3,3.6,33,117,0.6962617,74.20372,14.34482,1.107055,15589.31,0.1234313,"New Hampshire","yes"
"1992",125.7,1.6,33,132,0.7179407,73.96066,14.05336,1.112766,15729.34,0.124068,"New Hampshire","yes"
"1993",137.8,2,27.3,160,0.7427434,73.87815,13.81806,1.122191,15516.97,0.1251189,"New Hampshire","yes"
"1994",116.8,1.4,27.1,157,0.7748086,73.81678,13.60288,1.133054,16007.04,0.12633,"New Hampshire","yes"
"1995",114.5,1.8,27.4,177,0.8078708,73.95155,13.48302,1.145604,16355.23,0.1277293,"New Hampshire","yes"
"1996",118.2,1.7,27.3,174,0.8588279,74.15676,13.44257,1.160768,16536.67,0.12942,"New Hampshire","yes"
"1997",113.2,1.4,23.4,176,0.8758659,74.3932,13.46563,1.173239,17147.67,0.1308105,"New Hampshire","yes"
"1998",107.2,1.5,21.5,184,0.8967611,74.50977,13.51686,1.185823,18083.16,0.1322135,"New Hampshire","yes"
"1999",96.5,1.5,21.4,182,0.9426925,74.65687,13.54528,1.201134,18732.35,0.1339206,"New Hampshire","yes"
"1977",392,5.6,180.4,78,4.657897,65.03551,17.01148,7.337173,13911.53,0.9755582,"New Jersey","no"
"1978",423.5,5.4,192.6,78,4.769043,64.8823,16.89076,7.350804,14375.42,0.9773706,"New Jersey","no"
"1979",501.2,6.6,250,74,4.89978,64.69986,16.81398,7.366514,14363.47,0.9794593,"New Jersey","no"
"1980",604.4,6.9,303.7,76,5.08635,64.31933,16.71811,7.37633,14239.6,0.987725,"New Jersey","no"
"1981",630.6,7.3,334.6,76,5.260983,64.17092,16.68408,7.407475,14310.47,0.9918954,"New Jersey","no"
"1982",607.4,6.5,307.6,92,5.417356,63.82298,16.55094,7.430968,14446.97,0.9950413,"New Jersey","no"
"1983",553.1,5.3,269,107,5.558231,63.40572,16.34391,7.467789,15036,0.9999717,"New Jersey","no"
"1984",527.7,5.3,242.4,136,5.70021,62.98526,16.13712,7.515478,15870.49,1.006358,"New Jersey","no"
"1985",544.5,5.4,255,138,5.838079,62.48153,15.89796,7.565519,16345.75,1.013058,"New Jersey","no"
"1986",572.5,5.2,268.7,149,5.970402,61.98893,15.64329,7.62215,17008.3,1.020641,"New Jersey","no"
"1987",541,4.6,232.8,157,6.102903,61.44269,15.36189,7.670743,17741.71,1.027148,"New Jersey","no"
"1988",582.8,5.3,245.2,177,6.241768,60.93272,15.10154,7.712334,18643.56,1.032717,"New Jersey","no"
"1989",609,5.1,273.3,219,6.379556,60.30417,14.83702,7.726086,18946.78,1.034559,"New Jersey","no"
"1990",647.6,5.6,301,251,6.547166,61.64635,14.55636,7.757158,18871.69,1.04558,"New Jersey","no"
"1991",634.8,5.2,293.1,271,6.677904,60.94882,14.15186,7.784269,18386.84,1.049234,"New Jersey","no"
"1992",625.8,5.1,285.2,301,6.823489,60.26407,13.81956,7.82777,18883.87,1.055098,"New Jersey","no"
"1993",626.9,5.3,296,290,6.947664,59.64001,13.52571,7.874891,18672.59,1.061449,"New Jersey","no"
"1994",614.2,5,288,301,7.059419,59.09557,13.25422,7.918796,18738.72,1.067367,"New Jersey","no"
"1995",599.8,5.1,283,311,7.170917,58.70015,13.0468,7.965523,19147.16,1.073665,"New Jersey","no"
"1996",531.5,4.2,235.8,340,7.295498,58.40384,12.88328,8.009624,19554.82,1.07961,"New Jersey","no"
"1997",492.6,4.2,210.6,343,7.425972,58.26071,12.77692,8.054178,20101.15,1.085615,"New Jersey","no"
"1998",440.1,4,186.2,351,7.550773,58.16805,12.73849,8.095542,20866.26,1.09119,"New Jersey","no"
"1999",411.9,3.5,174.9,382,7.68151,58.14891,12.73195,8.143412,21295.97,1.097643,"New Jersey","no"
"1977",500.9,8.8,109.6,105,3.851627,67.43304,19.61397,1.21572,10007.03,0.0100132,"New Mexico","no"
"1978",528.2,10.2,111.6,126,3.920649,67.4426,19.41868,1.238035,10462.22,0.010197,"New Mexico","no"
"1979",586,12.4,121,123,3.938985,66.25013,18.90627,1.284722,10453.27,0.0105815,"New Mexico","no"
"1980",615,13.1,127.9,112,4.045441,66.17848,18.75867,1.3094,10158.02,0.0107916,"New Mexico","no"
"1981",671.7,11.4,140.8,106,4.002524,66.15292,18.50997,1.332709,10230.06,0.0109837,"New Mexico","no"
"1982",734.5,11.6,126.2,100,4.024948,65.99296,18.22599,1.363794,10210.61,0.0112399,"New Mexico","no"
"1983",686.8,8.9,114,126,4.052492,65.8366,17.9076,1.394352,10367,0.0114918,"New Mexico","no"
"1984",688.1,9.1,130.3,142,4.106052,65.47836,17.53703,1.416665,10755.19,0.0116756,"New Mexico","no"
"1985",703.9,10.9,138.1,133,4.190435,65.09621,17.17985,1.438371,11111.07,0.0118545,"New Mexico","no"
"1986",725.6,11.5,129.5,144,4.257937,64.78448,16.82611,1.462727,11113.43,0.0120553,"New Mexico","no"
"1987",628.5,10.1,108.3,154,4.335758,64.37509,16.46418,1.478519,11125.62,0.0121854,"New Mexico","no"
"1988",658.1,11.5,103.1,174,4.392654,63.93434,16.10711,1.490329,11217.12,0.0122828,"New Mexico","no"
