"year","country","opec","com","pop","gdp","sr"
1972,"ZAIRE","no","no",21393,646,4.2
1973,"ZAIRE","no","no",21985,689,4.2
1974,"ZAIRE","no","no",22603,693,4.4
1975,"ZAIRE","no","no",23251,637,4.3
1976,"ZAIRE","no","no",23937,585,3.5
1977,"ZAIRE","no","no",24655,557,6.9
1978,"ZAIRE","no","no",25406,518,3.4
1979,"ZAIRE","no","no",26190,490,5.8
1980,"ZAIRE","no","no",27009,476,7.7
1981,"ZAIRE","no","no",27836,493,6.1
1982,"ZAIRE","no","no",28723,482,4.6
1983,"ZAIRE","no","no",29662,461,5.5
1984,"ZAIRE","no","no",30645,458,5.8
1985,"ZAIRE","no","no",31667,442,6.4
1960,"ZAMBIA","no","no",3141,965,36
1961,"ZAMBIA","no","no",3229,963,34.5
1962,"ZAMBIA","no","no",3321,939,31.3
1963,"ZAMBIA","no","no",3414,881,26.5
1964,"ZAMBIA","no","no",3511,910,21.5
1965,"ZAMBIA","no","no",3610,1110,26
1966,"ZAMBIA","no","no",3711,1033,33.3
1967,"ZAMBIA","no","no",3816,1098,34.7
1968,"ZAMBIA","no","no",3924,1123,33.8
1969,"ZAMBIA","no","no",4034,1042,27.4
1970,"ZAMBIA","no","no",4159,1117,34
1971,"ZAMBIA","no","no",4312,1140,35.7
1972,"ZAMBIA","no","no",4438,1185,34.5
1973,"ZAMBIA","no","no",4568,1163,32.3
1974,"ZAMBIA","no","no",4702,1208,38
1975,"ZAMBIA","no","no",4841,1251,30.8
1976,"ZAMBIA","no","no",4982,1174,17.1
1977,"ZAMBIA","no","no",5131,1047,16.7
1978,"ZAMBIA","no","no",5291,1007,16.3
1979,"ZAMBIA","no","no",5463,950,9.4
1980,"ZAMBIA","no","no",5647,971,14.7
1981,"ZAMBIA","no","no",5844,1024,12
1982,"ZAMBIA","no","no",6056,940,9.6
1983,"ZAMBIA","no","no",6279,840,8.2
1984,"ZAMBIA","no","no",6512,827,8.2
1985,"ZAMBIA","no","no",6753,808,8.8
1960,"ZIMBABWE","no","no",3606,989,30.4
1961,"ZIMBABWE","no","no",3748,1005,29
1962,"ZIMBABWE","no","no",3895,942,21.5
1963,"ZIMBABWE","no","no",4049,889,16.5
1964,"ZIMBABWE","no","no",4208,918,19.9
1965,"ZIMBABWE","no","no",4372,946,20.1
1966,"ZIMBABWE","no","no",4545,962,19.8
1967,"ZIMBABWE","no","no",4724,1002,22.1
1968,"ZIMBABWE","no","no",4909,972,24.4
1969,"ZIMBABWE","no","no",5102,1014,16.1
1970,"ZIMBABWE","no","no",5249,1082,17.7
1971,"ZIMBABWE","no","no",5416,1168,18.8
1972,"ZIMBABWE","no","no",5579,1179,19.7
1973,"ZIMBABWE","no","no",5739,1203,20.5
1974,"ZIMBABWE","no","no",5900,1364,24.1
1975,"ZIMBABWE","no","no",6065,1349,21.3
1976,"ZIMBABWE","no","no",6222,1200,16.8
1977,"ZIMBABWE","no","no",6392,1143,14
1978,"ZIMBABWE","no","no",6578,1168,8.3
1979,"ZIMBABWE","no","no",6783,1190,8.7
1980,"ZIMBABWE","no","no",7009,1206,13.6
1981,"ZIMBABWE","no","no",7257,1281,18.2
1982,"ZIMBABWE","no","no",7531,1332,14.5
1983,"ZIMBABWE","no","no",7822,1364,10
1984,"ZIMBABWE","no","no",8116,1207,12
1985,"ZIMBABWE","no","no",8406,1216,13.2
1960,"BARBADOS","no","no",231,2666,13.7
1961,"BARBADOS","no","no",232,2797,11.6
1962,"BARBADOS","no","no",233,3022,10.7
1963,"BARBADOS","no","no",233,2900,11.8
1964,"BARBADOS","no","no",234,3007,11.1
1965,"BARBADOS","no","no",235,3274,11
1966,"BARBADOS","no","no",236,3367,10.8
1967,"BARBADOS","no","no",236,3727,11.1
1968,"BARBADOS","no","no",237,3895,13.6
1969,"BARBADOS","no","no",237,4278,12.5
1970,"BARBADOS","no","no",239,4638,13.7
1971,"BARBADOS","no","no",240,4763,12.3
1972,"BARBADOS","no","no",242,5080,11.5
1973,"BARBADOS","no","no",243,5176,11.8
1974,"BARBADOS","no","no",245,5083,12.9
1975,"BARBADOS","no","no",246,5330,11.6
1976,"BARBADOS","no","no",246,5285,16.6
1977,"BARBADOS","no","no",247,5694,10.7
1978,"BARBADOS","no","no",248,5827,13.2
1979,"BARBADOS","no","no",247,6373,12.1
1980,"BARBADOS","no","no",249,6379,14.3
1981,"BARBADOS","no","no",250,6315,15.6
1982,"BARBADOS","no","no",251,6094,13.2
1983,"BARBADOS","no","no",252,5952,14.7
1984,"BARBADOS","no","no",253,6157,12
1985,"BARBADOS","no","no",253,6131,11.6
1960,"CANADA","no","no",17910,7258,22.7
1961,"CANADA","no","no",18270,7261,21.5
1962,"CANADA","no","no",18614,7605,22.1
1963,"CANADA","no","no",18963,7876,21.9
1964,"CANADA","no","no",19326,8244,22.9
1965,"CANADA","no","no",19678,8664,24.8
1966,"CANADA","no","no",20049,9093,25.4
1967,"CANADA","no","no",20411,9231,23.1
1968,"CANADA","no","no",20744,9582,22.6
1969,"CANADA","no","no",21028,9975,23.4
1970,"CANADA","no","no",21324,10124,21.7
1971,"CANADA","no","no",21592,10599,22.1
1972,"CANADA","no","no",21822,11125,22.2
1973,"CANADA","no","no",22072,11854,23
1974,"CANADA","no","no",22364,12225,24.4
1975,"CANADA","no","no",22697,12287,23.6
1976,"CANADA","no","no",22993,12929,23.7
1977,"CANADA","no","no",23273,13184,23.1
1978,"CANADA","no","no",23517,13631,22.4
1979,"CANADA","no","no",23747,14114,24.5
1980,"CANADA","no","no",24043,14133,24.8
1981,"CANADA","no","no",24342,14555,26.8
1982,"CANADA","no","no",24583,13740,22.5
1983,"CANADA","no","no",24787,14105,23.1
1984,"CANADA","no","no",24978,14954,23.6
1985,"CANADA","no","no",25165,15589,24.2
1960,"COSTA RICA","no","no",1254,2096,12.6
1961,"COSTA RICA","no","no",1298,2115,12.8
1962,"COSTA RICA","no","no",1343,2173,14.3
1963,"COSTA RICA","no","no",1391,2270,15.7
1964,"COSTA RICA","no","no",1439,2291,11.6
1965,"COSTA RICA","no","no",1490,2459,17.6
1966,"COSTA RICA","no","no",1541,2552,13.7
1967,"COSTA RICA","no","no",1590,2598,14
1968,"COSTA RICA","no","no",1634,2672,13
1969,"COSTA RICA","no","no",1685,2732,14.2
1970,"COSTA RICA","no","no",1727,2904,14.8
1971,"COSTA RICA","no","no",1778,2974,17.4
1972,"COSTA RICA","no","no",1823,3103,15.1
1973,"COSTA RICA","no","no",1868,3232,16.8
1974,"COSTA RICA","no","no",1916,3329,17.3
1975,"COSTA RICA","no","no",1968,3309,15.4
1976,"COSTA RICA","no","no",2024,3403,18.5
1977,"COSTA RICA","no","no",2085,3649,20.5
1978,"COSTA RICA","no","no",2149,3765,19.2
1979,"COSTA RICA","no","no",2216,3821,20
1980,"COSTA RICA","no","no",2284,3717,21.4
1981,"COSTA RICA","no","no",2354,3419,14
1982,"COSTA RICA","no","no",2425,3077,11.3
1983,"COSTA RICA","no","no",2498,3081,14.6
1984,"COSTA RICA","no","no",2570,3213,15.1
1985,"COSTA RICA","no","no",2642,3184,15.9
1960,"DOMINICAN REP.","no","no",3325,1195,7.9
1961,"DOMINICAN REP.","no","no",3421,1143,6
1962,"DOMINICAN REP.","no","no",3520,1354,8.5
1963,"DOMINICAN REP.","no","no",3622,1439,11
1964,"DOMINICAN REP.","no","no",3727,1504,12.6
1965,"DOMINICAN REP.","no","no",3835,1271,6.8
1966,"DOMINICAN REP.","no","no",3945,1414,10.4
1967,"DOMINICAN REP.","no","no",4060,1396,10.8
1968,"DOMINICAN REP.","no","no",4178,1369,10.7
1969,"DOMINICAN REP.","no","no",4298,1464,12.9
1970,"DOMINICAN REP.","no","no",4423,1536,14.4
1971,"DOMINICAN REP.","no","no",4548,1652,15.3
1972,"DOMINICAN REP.","no","no",4672,1792,15.5
1973,"DOMINICAN REP.","no","no",4797,1916,17.8
1974,"DOMINICAN REP.","no","no",4922,2079,19.1
1975,"DOMINICAN REP.","no","no",5048,1961,21.3
1976,"DOMINICAN REP.","no","no",5175,2057,18.5
1977,"DOMINICAN REP.","no","no",5301,2098,19.2
1978,"DOMINICAN REP.","no","no",5429,2092,19.3
1979,"DOMINICAN REP.","no","no",5561,2102,20.9
1980,"DOMINICAN REP.","no","no",5697,2343,19.3
1981,"DOMINICAN REP.","no","no",5837,2285,17.3
1982,"DOMINICAN REP.","no","no",5982,2256,14
1983,"DOMINICAN REP.","no","no",6129,2283,14.7
1984,"DOMINICAN REP.","no","no",6275,2157,15.9
1985,"DOMINICAN REP.","no","no",6416,2111,15.1
1960,"EL SALVADOR","no","no",2578,1427,9.2
1961,"EL SALVADOR","no","no",2659,1407,8
1962,"EL SALVADOR","no","no",2743,1578,7.3
1963,"EL SALVADOR","no","no",2830,1619,7.7
1964,"EL SALVADOR","no","no",2918,1690,10.2
1965,"EL SALVADOR","no","no",3010,1739,9.1
1966,"EL SALVADOR","no","no",3117,1808,9.9
1967,"EL SALVADOR","no","no",3230,1835,8.2
1968,"EL SALVADOR","no","no",3345,1854,6.1
1969,"EL SALVADOR","no","no",3464,1851,6.6
1970,"EL SALVADOR","no","no",3588,1810,7.1
1971,"EL SALVADOR","no","no",3696,1815,8.4
1972,"EL SALVADOR","no","no",3798,1882,7.4
1973,"EL SALVADOR","no","no",3894,1957,9
1974,"EL SALVADOR","no","no",3989,1985,10.9
1975,"EL SALVADOR","no","no",4085,2035,9.3
1976,"EL SALVADOR","no","no",4181,2133,9.6
1977,"EL SALVADOR","no","no",4279,2244,12.8
1978,"EL SALVADOR","no","no",4374,2330,12.4
1979,"EL SALVADOR","no","no",4457,2228,9.8
1980,"EL SALVADOR","no","no",4525,2014,7.3
1981,"EL SALVADOR","no","no",4579,1863,7.5
1982,"EL SALVADOR","no","no",4617,1744,7.1
1983,"EL SALVADOR","no","no",4649,1748,6.5
1984,"EL SALVADOR","no","no",4687,1787,6.5
1985,"EL SALVADOR","no","no",4739,1831,5.9
1960,"GUATEMALA","no","no",3887,1660,8.1
1961,"GUATEMALA","no","no",4006,1686,6.9
1962,"GUATEMALA","no","no",4130,1694,6.8
1963,"GUATEMALA","no","no",4257,1739,8.6
1964,"GUATEMALA","no","no",4388,1771,9.8
1965,"GUATEMALA","no","no",4523,1781,9.7
1966,"GUATEMALA","no","no",4659,1800,8.2
1967,"GUATEMALA","no","no",4799,1835,9.4
1968,"GUATEMALA","no","no",4944,1906,11.3
1969,"GUATEMALA","no","no",5093,1945,8.3
1970,"GUATEMALA","no","no",5246,2028,9.3
1971,"GUATEMALA","no","no",5393,2070,10.2
1972,"GUATEMALA","no","no",5544,2125,8.2
1973,"GUATEMALA","no","no",5699,2193,9.1
1974,"GUATEMALA","no","no",5859,2260,11.6
1975,"GUATEMALA","no","no",6023,2241,9.6
1976,"GUATEMALA","no","no",6192,2395,12.1
1977,"GUATEMALA","no","no",6365,2517,12.5
1978,"GUATEMALA","no","no",6543,2576,13.1
1979,"GUATEMALA","no","no",6727,2578,11
1980,"GUATEMALA","no","no",6917,2574,9.2
1981,"GUATEMALA","no","no",7113,2534,10.5
1982,"GUATEMALA","no","no",7315,2349,8.9
1983,"GUATEMALA","no","no",7524,2214,7.6
1984,"GUATEMALA","no","no",7740,2185,7.9
1985,"GUATEMALA","no","no",7963,2090,6.5
1960,"HAITI","no","no",3857,924,2.5
1961,"HAITI","no","no",3923,879,2.3
1962,"HAITI","no","no",3990,908,2.4
1963,"HAITI","no","no",4058,889,2.4
1964,"HAITI","no","no",4127,878,2.1
1965,"HAITI","no","no",4197,894,2.1
1966,"HAITI","no","no",4256,892,1.8
1967,"HAITI","no","no",4316,837,1.9
1968,"HAITI","no","no",4377,839,2.1
1969,"HAITI","no","no",4437,849,2.5
1970,"HAITI","no","no",4535,834,3.7
1971,"HAITI","no","no",4598,894,3.4
1972,"HAITI","no","no",4677,882,4.1
1973,"HAITI","no","no",4757,856,4.8
1974,"HAITI","no","no",4838,883,5.1
1975,"HAITI","no","no",4920,843,6.5
1976,"HAITI","no","no",5003,911,7.1
1977,"HAITI","no","no",5087,920,7.2
1978,"HAITI","no","no",5173,943,7.6
1979,"HAITI","no","no",5261,966,8.5
1980,"HAITI","no","no",5353,1033,7.9
1981,"HAITI","no","no",5448,1010,8.9
1982,"HAITI","no","no",5546,933,7.9
1983,"HAITI","no","no",5648,927,8.3
1984,"HAITI","no","no",5754,902,8.7
1985,"HAITI","no","no",5865,911,7.3
1960,"HONDURAS","no","no",1934,1039,11.5
1961,"HONDURAS","no","no",2001,1031,10.1
1962,"HONDURAS","no","no",2071,1046,12.7
1963,"HONDURAS","no","no",2142,1052,14.1
1964,"HONDURAS","no","no",2217,1076,13.3
1965,"HONDURAS","no","no",2294,1121,13.4
1966,"HONDURAS","no","no",2356,1150,14.4
1967,"HONDURAS","no","no",2422,1168,17.9
1968,"HONDURAS","no","no",2489,1207,16.9
1969,"HONDURAS","no","no",2556,1190,16.9
1970,"HONDURAS","no","no",2627,1237,16.1
1971,"HONDURAS","no","no",2706,1239,12.7
1972,"HONDURAS","no","no",2792,1275,11.7
1973,"HONDURAS","no","no",2884,1320,13.9
1974,"HONDURAS","no","no",2980,1266,18.7
1975,"HONDURAS","no","no",3081,1274,14.1
1976,"HONDURAS","no","no",3186,1378,13.5
1977,"HONDURAS","no","no",3296,1471,16.5
1978,"HONDURAS","no","no",3411,1533,18.9
1979,"HONDURAS","no","no",3533,1532,18.9
1980,"HONDURAS","no","no",3662,1519,16.6
1981,"HONDURAS","no","no",3798,1503,13.6
1982,"HONDURAS","no","no",3941,1439,9
1983,"HONDURAS","no","no",4089,1374,9.5
1984,"HONDURAS","no","no",4237,1381,11.5
1985,"HONDURAS","no","no",4383,1387,11.7
1960,"JAMAICA","no","no",1622,1773,31.1
1961,"JAMAICA","no","no",1645,1771,28.4
1962,"JAMAICA","no","no",1669,1810,25.7
1963,"JAMAICA","no","no",1692,1809,25.1
1964,"JAMAICA","no","no",1716,1980,26.8
1965,"JAMAICA","no","no",1741,2104,26.7
1966,"JAMAICA","no","no",1766,2179,27.5
1967,"JAMAICA","no","no",1791,2234,29.2
1968,"JAMAICA","no","no",1816,2497,32.2
1969,"JAMAICA","no","no",1843,2604,32
1970,"JAMAICA","no","no",1869,2645,31
1971,"JAMAICA","no","no",1896,2724,29.8
1972,"JAMAICA","no","no",1925,3099,22.8
1973,"JAMAICA","no","no",1955,2838,32.9
1974,"JAMAICA","no","no",1985,2922,23.6
1975,"JAMAICA","no","no",2013,2916,25.8
1976,"JAMAICA","no","no",2039,2787,18.7
1977,"JAMAICA","no","no",2063,2719,12.6
1978,"JAMAICA","no","no",2086,2601,15.1
1979,"JAMAICA","no","no",2109,2508,14.8
1980,"JAMAICA","no","no",2133,2362,12
1981,"JAMAICA","no","no",2158,2366,14.5
1982,"JAMAICA","no","no",2185,2389,15
1983,"JAMAICA","no","no",2211,2395,15.3
1984,"JAMAICA","no","no",2236,2354,14
1985,"JAMAICA","no","no",2260,2215,14.6
1960,"MEXICO","no","no",38227,2836,14.5
1961,"MEXICO","no","no",39472,2864,14.4
1962,"MEXICO","no","no",40754,2897,13.6
1963,"MEXICO","no","no",42074,3019,14.9
1964,"MEXICO","no","no",43446,3258,16
1965,"MEXICO","no","no",44854,3351,16.9
1966,"MEXICO","no","no",46337,3467,16.3
1967,"MEXICO","no","no",47868,3582,16.7
1968,"MEXICO","no","no",49451,3766,16.2
1969,"MEXICO","no","no",51081,3846,16.7
1970,"MEXICO","no","no",52770,3987,17.7
1971,"MEXICO","no","no",51982,4213,16.1
1972,"MEXICO","no","no",53690,4404,16.5
1973,"MEXICO","no","no",55429,4609,17.6
1974,"MEXICO","no","no",57165,4782,19.3
1975,"MEXICO","no","no",58876,4928,19.1
1976,"MEXICO","no","no",60560,4973,18
1977,"MEXICO","no","no",62211,4900,17.7
1978,"MEXICO","no","no",63836,5208,18.2
1979,"MEXICO","no","no",65445,5621,19.4
1980,"MEXICO","no","no",67046,6054,21.4
1981,"MEXICO","no","no",68637,6467,22.5
1982,"MEXICO","no","no",70225,5942,18.1
1983,"MEXICO","no","no",71791,5401,14.2
1984,"MEXICO","no","no",73309,5524,14.4
1985,"MEXICO","no","no",74766,5621,15.3
1960,"NICARAGUA","no","no",1578,1606,8.6
1961,"NICARAGUA","no","no",1625,1684,8.7
1962,"NICARAGUA","no","no",1674,1826,9.9
1963,"NICARAGUA","no","no",1724,1928,10
1964,"NICARAGUA","no","no",1766,2083,12.1
1965,"NICARAGUA","no","no",1804,2246,12.7
1966,"NICARAGUA","no","no",1848,2272,13.6
1967,"NICARAGUA","no","no",1895,2427,12.6
1968,"NICARAGUA","no","no",1945,2339,10.9
1969,"NICARAGUA","no","no",1998,2343,12.2
1970,"NICARAGUA","no","no",2053,2359,11.7
1971,"NICARAGUA","no","no",2132,2344,11.7
1972,"NICARAGUA","no","no",2204,2278,7.8
1973,"NICARAGUA","no","no",2277,2357,14.9
1974,"NICARAGUA","no","no",2352,2629,18.2
1975,"NICARAGUA","no","no",2426,2531,10.9
1976,"NICARAGUA","no","no",2500,2581,10.6
1977,"NICARAGUA","no","no",2573,2761,15.9
1978,"NICARAGUA","no","no",2647,2459,7.4
1979,"NICARAGUA","no","no",2723,1707,-4.5
1980,"NICARAGUA","no","no",2802,1853,11.2
1981,"NICARAGUA","no","no",2884,1889,16.4
1982,"NICARAGUA","no","no",2969,1839,13.5
1983,"NICARAGUA","no","no",3056,1919,13.6
1984,"NICARAGUA","no","no",3143,1889,13.6
1985,"NICARAGUA","no","no",3229,1790,13.9
1960,"PANAMA","no","no",1145,1575,15.9
1961,"PANAMA","no","no",1180,1690,18.3
1962,"PANAMA","no","no",1215,1780,18.9
1963,"PANAMA","no","no",1251,1886,19.5
1964,"PANAMA","no","no",1288,1908,17.1
1965,"PANAMA","no","no",1327,2014,17.9
1966,"PANAMA","no","no",1366,2117,21.9
1967,"PANAMA","no","no",1405,2233,21.3
1968,"PANAMA","no","no",1446,2314,22.6
1969,"PANAMA","no","no",1488,2434,23.9
1970,"PANAMA","no","no",1531,2584,25.8
1971,"PANAMA","no","no",1574,2772,28.6
1972,"PANAMA","no","no",1618,2855,30.9
1973,"PANAMA","no","no",1662,2903,30.7
1974,"PANAMA","no","no",1705,2919,28.3
1975,"PANAMA","no","no",1748,2884,27
1976,"PANAMA","no","no",1790,2854,26.4
1977,"PANAMA","no","no",1831,2793,18.3
1978,"PANAMA","no","no",1872,3004,20.8
1979,"PANAMA","no","no",1914,3062,21.5
1980,"PANAMA","no","no",1956,3392,22.2
1981,"PANAMA","no","no",1999,3492,23.8
1982,"PANAMA","no","no",2043,3593,21
1983,"PANAMA","no","no",2088,3480,16.8
1984,"PANAMA","no","no",2134,3437,14.8
1985,"PANAMA","no","no",2180,3499,15.2
1960,"PUERTO RICO","no","no",2397,3102,23.6
1961,"PUERTO RICO","no","no",2428,3342,28.5
1962,"PUERTO RICO","no","no",2459,3624,27
1963,"PUERTO RICO","no","no",2490,3846,28.5
1964,"PUERTO RICO","no","no",2520,4162,32.7
1965,"PUERTO RICO","no","no",2551,4414,30.9
1966,"PUERTO RICO","no","no",2582,4647,30.1
1967,"PUERTO RICO","no","no",2613,4805,30.7
1968,"PUERTO RICO","no","no",2645,4915,33.3
1969,"PUERTO RICO","no","no",2677,5540,32.5
1970,"PUERTO RICO","no","no",2710,5780,31.8
1971,"PUERTO RICO","no","no",2762,6006,33.2
1972,"PUERTO RICO","no","no",2817,6318,33.5
1973,"PUERTO RICO","no","no",2879,6324,26.4
1974,"PUERTO RICO","no","no",2939,6100,21.9
1975,"PUERTO RICO","no","no",2994,5990,24.2
1976,"PUERTO RICO","no","no",3044,6122,20.5
1977,"PUERTO RICO","no","no",3089,6393,14.7
1978,"PUERTO RICO","no","no",3129,6649,15.6
1979,"PUERTO RICO","no","no",3168,6949,14.9
1980,"PUERTO RICO","no","no",3206,6924,16.2
1981,"PUERTO RICO","no","no",3243,6917,13.8
1982,"PUERTO RICO","no","no",3278,6585,9.1
1983,"PUERTO RICO","no","no",3312,6611,9.7
1984,"PUERTO RICO","no","no",3344,7029,13.2
1985,"PUERTO RICO","no","no",3377,7120,12.1
1960,"TRINIDAD&TOBAGO","no","no",776,5627,15.7
1961,"TRINIDAD&TOBAGO","no","no",807,6116,12.4
1962,"TRINIDAD&TOBAGO","no","no",838,6002,13.7
1963,"TRINIDAD&TOBAGO","no","no",859,6385,11.1
1964,"TRINIDAD&TOBAGO","no","no",884,6643,10.5
1965,"TRINIDAD&TOBAGO","no","no",906,6428,12.2
1966,"TRINIDAD&TOBAGO","no","no",925,6472,10.4
1967,"TRINIDAD&TOBAGO","no","no",939,6553,9.6
1968,"TRINIDAD&TOBAGO","no","no",949,6186,9.2
1969,"TRINIDAD&TOBAGO","no","no",956,7092,6.7
1970,"TRINIDAD&TOBAGO","no","no",971,6795,7.8
1971,"TRINIDAD&TOBAGO","no","no",981,7349,11.2
1972,"TRINIDAD&TOBAGO","no","no",989,7560,9.6
1973,"TRINIDAD&TOBAGO","no","no",995,7670,8.4
1974,"TRINIDAD&TOBAGO","no","no",1003,7918,11.7
1975,"TRINIDAD&TOBAGO","no","no",1012,7990,13.9
1976,"TRINIDAD&TOBAGO","no","no",1023,8775,14.4
1977,"TRINIDAD&TOBAGO","no","no",1037,9387,13.7
1978,"TRINIDAD&TOBAGO","no","no",1051,10249,15.8
1979,"TRINIDAD&TOBAGO","no","no",1067,10802,15.3
1980,"TRINIDAD&TOBAGO","no","no",1082,11262,17.7
1981,"TRINIDAD&TOBAGO","no","no",1097,11738,14
1982,"TRINIDAD&TOBAGO","no","no",1113,11368,15
1983,"TRINIDAD&TOBAGO","no","no",1129,10433,14.3
1984,"TRINIDAD&TOBAGO","no","no",1144,8273,17.6
1985,"TRINIDAD&TOBAGO","no","no",1160,9701,15.4
1960,"U.S.A.","no","no",180673,9895,20.7
1961,"U.S.A.","no","no",183687,9946,20.3
1962,"U.S.A.","no","no",186537,10358,21.3
1963,"U.S.A.","no","no",189244,10642,21.8
1964,"U.S.A.","no","no",191889,11072,21.9
1965,"U.S.A.","no","no",194309,11649,23.3
1966,"U.S.A.","no","no",196564,12164,23.4
1967,"U.S.A.","no","no",198717,12318,22.4
1968,"U.S.A.","no","no",200706,12723,22.3
1969,"U.S.A.","no","no",202675,12975,22.4
1970,"U.S.A.","no","no",205052,12963,20.4
1971,"U.S.A.","no","no",207661,13233,21.8
1972,"U.S.A.","no","no",209896,13747,22.1
1973,"U.S.A.","no","no",211909,14379,23
1974,"U.S.A.","no","no",213854,14078,21.7
1975,"U.S.A.","no","no",215973,13682,18.5
1976,"U.S.A.","no","no",218035,14271,20.1
1977,"U.S.A.","no","no",220239,14832,21.8
1978,"U.S.A.","no","no",222585,15440,22.8
1979,"U.S.A.","no","no",225055,15637,22.3
1980,"U.S.A.","no","no",227757,15295,20.3
1981,"U.S.A.","no","no",230138,15502,21.1
1982,"U.S.A.","no","no",232520,14897,18.8
1983,"U.S.A.","no","no",234799,15290,19.9
1984,"U.S.A.","no","no",237001,16255,23.1
1985,"U.S.A.","no","no",239279,16570,22.3
1960,"ARGENTINA","no","no",20618,4462,17.4
1961,"ARGENTINA","no","no",20939,4777,17.5
1962,"ARGENTINA","no","no",21267,4528,16.8
1963,"ARGENTINA","no","no",21603,4293,14.3
1964,"ARGENTINA","no","no",21941,4705,16.2
1965,"ARGENTINA","no","no",22283,5018,16.1
1966,"ARGENTINA","no","no",22609,4956,14.9
1967,"ARGENTINA","no","no",22940,5018,15.1
1968,"ARGENTINA","no","no",23278,5169,16
1969,"ARGENTINA","no","no",23618,5501,18
1970,"ARGENTINA","no","no",23962,5637,18.5
1971,"ARGENTINA","no","no",24348,5817,19.6
1972,"ARGENTINA","no","no",24757,5810,19.5
1973,"ARGENTINA","no","no",25183,5926,17.9
1974,"ARGENTINA","no","no",25617,6168,17.1
1975,"ARGENTINA","no","no",26052,6052,17.4
1976,"ARGENTINA","no","no",26489,5852,19
1977,"ARGENTINA","no","no",26928,6132,21.5
1978,"ARGENTINA","no","no",27367,5849,18.7
1979,"ARGENTINA","no","no",27804,6306,18.8
1980,"ARGENTINA","no","no",28237,6506,19.6
1981,"ARGENTINA","no","no",28666,6068,17.3
1982,"ARGENTINA","no","no",29089,5487,15.7
1983,"ARGENTINA","no","no",29507,5608,15.1
1984,"ARGENTINA","no","no",29921,5724,14.1
1985,"ARGENTINA","no","no",30331,5324,12.3
1960,"BOLIVIA","no","no",3428,1148,17.7
1961,"BOLIVIA","no","no",3507,1150,13.9
1962,"BOLIVIA","no","no",3588,1219,20.7
1963,"BOLIVIA","no","no",3670,1264,19.9
1964,"BOLIVIA","no","no",3755,1277,20.2
1965,"BOLIVIA","no","no",3841,1346,21.8
1966,"BOLIVIA","no","no",3933,1396,21
1967,"BOLIVIA","no","no",4028,1429,19.2
1968,"BOLIVIA","no","no",4124,1545,24.1
1969,"BOLIVIA","no","no",4224,1555,21.8
1970,"BOLIVIA","no","no",4325,1661,21.2
1971,"BOLIVIA","no","no",4431,1699,22.5
1972,"BOLIVIA","no","no",4540,1693,26.9
1973,"BOLIVIA","no","no",4653,1803,21.9
1974,"BOLIVIA","no","no",4771,1838,20.8
1975,"BOLIVIA","no","no",4894,1835,29
1976,"BOLIVIA","no","no",5022,1950,24.1
1977,"BOLIVIA","no","no",5156,1977,23.8
1978,"BOLIVIA","no","no",5295,2015,23
1979,"BOLIVIA","no","no",5437,2044,19
1980,"BOLIVIA","no","no",5581,1989,14.5
1981,"BOLIVIA","no","no",5728,2012,13.7
1982,"BOLIVIA","no","no",5878,1864,10.9
1983,"BOLIVIA","no","no",6030,1816,6.4
1984,"BOLIVIA","no","no",6185,1780,4.9
1985,"BOLIVIA","no","no",6342,1754,5.2
1960,"BRAZIL","no","no",72594,1784,18.9
1961,"BRAZIL","no","no",74799,1873,19.1
1962,"BRAZIL","no","no",77061,1924,19
1963,"BRAZIL","no","no",79400,1893,16.9
1964,"BRAZIL","no","no",81815,1892,17.8
1965,"BRAZIL","no","no",84288,1871,19
1966,"BRAZIL","no","no",86483,1903,19.8
1967,"BRAZIL","no","no",88735,1969,17.2
1968,"BRAZIL","no","no",91045,2154,18.6
1969,"BRAZIL","no","no",93412,2236,21.7
1970,"BRAZIL","no","no",95847,2434,19.8
1971,"BRAZIL","no","no",98215,2659,20.2
1972,"BRAZIL","no","no",100612,2907,21
1973,"BRAZIL","no","no",103045,3228,23
1974,"BRAZIL","no","no",105517,3458,24.5
1975,"BRAZIL","no","no",108032,3505,26
1976,"BRAZIL","no","no",110590,3781,23.7
1977,"BRAZIL","no","no",113187,3860,22.6
1978,"BRAZIL","no","no",115830,3886,22.7
1979,"BRAZIL","no","no",118528,4078,21.1
1980,"BRAZIL","no","no",121286,4303,22
1981,"BRAZIL","no","no",124098,3997,20.1
1982,"BRAZIL","no","no",126962,3968,18
1983,"BRAZIL","no","no",129853,3753,14.4
1984,"BRAZIL","no","no",132730,3833,14.3
1985,"BRAZIL","no","no",135564,4017,15.6
1960,"CHILE","no","no",7695,2885,20.4
1961,"CHILE","no","no",7883,3012,22.1
1962,"CHILE","no","no",8071,3068,21
1963,"CHILE","no","no",8258,3142,22.4
1964,"CHILE","no","no",8446,3177,20.7
1965,"CHILE","no","no",8633,3264,21.5
1966,"CHILE","no","no",8808,3431,20.8
1967,"CHILE","no","no",8981,3435,19.4
1968,"CHILE","no","no",9156,3493,20.1
1969,"CHILE","no","no",9330,3563,21.3
1970,"CHILE","no","no",9504,3605,21.6
1971,"CHILE","no","no",9680,3881,19.5
1972,"CHILE","no","no",9853,3852,17.3
1973,"CHILE","no","no",10023,3615,17.9
1974,"CHILE","no","no",10189,3561,11
