"lnhr","lnwg","kids","age","disab","id","year"
7.75,2.83,2,34,0,148,1980
7.7,2.93,2,35,0,148,1981
7.85,2.86,2,36,0,148,1982
8.07,2.94,2,37,0,148,1983
7.89,3.09,2,38,0,148,1984
8.07,3.04,2,39,0,148,1985
8.07,2.96,2,40,0,148,1986
7.92,3,1,41,0,148,1987
7.81,3.21,1,43,0,148,1988
7.64,1.92,0,46,1,149,1979
7.64,1.98,0,47,1,149,1980
7.61,1.95,0,48,1,149,1981
7.6,1.98,0,49,1,149,1982
7.62,2.13,0,50,1,149,1983
7.59,2.08,0,51,1,149,1984
7.62,2.08,0,52,1,149,1985
7.58,2.09,0,53,1,149,1986
7.58,2.14,0,54,1,149,1987
7.4,2.1,0,55,1,149,1988
7.71,3.15,0,49,0,150,1979
7.76,3.07,0,50,0,150,1980
7.62,3.17,0,51,0,150,1981
7.62,3.17,0,52,0,150,1982
7.61,3.28,0,53,0,150,1983
7.6,3.26,0,54,0,150,1984
7.59,3.31,0,55,0,150,1985
7.59,3.31,0,56,0,150,1986
7.6,3.26,0,57,0,150,1987
7.61,3.25,0,58,0,150,1988
6.2,2.63,0,23,0,151,1979
7.56,2.73,0,24,0,151,1980
7.47,2.8,0,25,0,151,1981
7.58,2.82,1,26,0,151,1982
7.63,2.77,1,27,0,151,1983
7.62,2.88,2,28,0,151,1984
7.63,2.88,2,29,0,151,1985
7.59,2.93,3,30,0,151,1986
7.58,2.96,3,31,0,151,1987
7.59,2.98,3,32,0,151,1988
7.79,3.35,1,36,0,152,1979
7.82,3.38,1,37,0,152,1980
7.79,3.19,1,38,0,152,1981
7.78,3.24,1,39,0,152,1982
7.76,3.29,1,40,0,152,1983
7.68,3.29,1,41,0,152,1984
7.97,3.11,2,42,0,152,1985
7.81,3.33,2,43,0,152,1986
7.78,3.33,2,44,1,152,1987
7.64,3.47,2,45,1,152,1988
7.67,2.13,4,38,0,153,1979
7.67,2.12,4,39,0,153,1980
7.71,2.21,4,40,0,153,1981
7.66,2.04,4,41,0,153,1982
5.72,1.63,4,42,0,153,1983
6.98,1.69,4,43,0,153,1984
7.41,1.97,3,44,0,153,1985
6.98,2.02,2,45,0,153,1986
7.64,1.99,2,46,1,153,1987
7.45,2.01,1,47,1,153,1988
7.54,2.51,0,37,0,154,1979
7.38,2.67,0,38,0,154,1980
7.44,2.67,0,39,0,154,1981
5.38,2.45,0,40,1,154,1982
5.63,2.39,0,41,0,154,1983
7.04,2.48,0,42,1,154,1984
7.59,2.6,0,43,0,154,1985
7.54,2.63,0,44,0,154,1986
7.53,2.61,0,45,1,154,1987
7.16,2.67,0,46,1,154,1988
7.59,2.52,0,46,1,155,1979
7.6,2.46,0,48,0,155,1980
7.58,2.48,0,48,0,155,1981
7.52,2.47,0,50,0,155,1982
7.68,2.45,0,50,0,155,1983
7.71,2.55,0,52,0,155,1984
7.58,2.55,0,53,0,155,1985
7.57,2.6,0,54,0,155,1986
7.56,2.39,0,55,1,155,1987
7.64,2.67,0,55,1,155,1988
6.84,2.42,2,26,1,156,1979
7.7,2.05,2,27,1,156,1980
7.69,1.95,3,27,1,156,1981
7.64,1.86,2,28,0,156,1982
7.89,1.58,2,30,0,156,1983
7.85,1.8,2,31,0,156,1984
7.86,1.76,2,32,0,156,1985
7.7,1.98,2,33,0,156,1986
7.66,2.06,2,34,0,156,1987
7.65,1.85,2,35,0,156,1988
7.53,2.54,1,42,0,157,1979
7.68,2.51,0,42,0,157,1980
7.54,2.48,0,43,0,157,1981
7.75,2.46,0,44,0,157,1982
7.5,2.5,0,45,0,157,1983
7.58,2.55,0,46,0,157,1984
7.56,2.55,0,47,0,157,1985
7.59,2.56,0,49,0,157,1986
7.59,2.6,0,49,1,157,1987
7.63,2.63,0,50,1,157,1988
7.56,2.92,0,27,0,158,1979
7.61,2.83,1,28,0,158,1980
7.57,3.01,1,29,0,158,1981
7.51,3.02,2,30,0,158,1982
7.51,3.06,2,31,0,158,1983
7.49,3.09,2,32,0,158,1984
7.44,3.15,2,33,0,158,1985
7.52,3.2,2,34,0,158,1986
7.53,3.13,2,35,0,158,1987
7.55,3.18,2,36,0,158,1988
7.7,2.87,0,30,0,159,1979
7.68,3.14,1,31,0,159,1980
7.46,3.12,1,32,0,159,1981
7.68,3.25,1,33,0,159,1982
7.58,3.29,2,34,0,159,1983
7.58,3.37,2,35,0,159,1984
7.71,3.32,2,36,0,159,1985
7.61,3.32,2,37,0,159,1986
7.8,3.18,2,38,0,159,1987
7.73,3.4,2,39,0,159,1988
7.68,2.75,0,27,0,160,1979
7.61,2.73,0,28,0,160,1980
7.59,2.72,0,29,0,160,1981
7.62,2.76,0,30,0,160,1982
7.47,2.91,0,31,0,160,1983
7.46,2.85,1,32,0,160,1984
7.64,2.73,1,33,0,160,1985
7.71,2.73,1,34,0,160,1986
7.56,2.75,1,35,0,160,1987
7.55,2.79,1,36,0,160,1988
7.93,2.31,0,29,0,161,1979
7.82,2.34,0,30,0,161,1980
7.77,2.13,0,31,0,161,1981
7.99,1.87,0,32,0,161,1982
7.92,1.95,0,33,0,161,1983
7.82,1.98,0,34,0,161,1984
7.72,2.19,0,35,0,161,1985
7.82,2.11,0,36,0,161,1986
7.82,2.22,0,37,0,161,1987
7.72,2.29,0,38,0,161,1988
7.75,2.59,2,30,0,162,1979
7.81,2.6,2,31,0,162,1980
7.67,2.6,2,32,0,162,1981
7.97,2.55,2,33,0,162,1982
8.1,2.45,2,34,0,162,1983
7.98,2.55,3,35,0,162,1984
7.95,2.44,3,36,0,162,1985
7.73,2.68,3,37,0,162,1986
7.97,2.62,3,38,0,162,1987
7.86,3.27,3,39,0,162,1988
7.62,1.91,1,32,0,163,1979
7.6,2.23,1,33,0,163,1980
7.62,2.32,1,34,0,163,1981
7.62,2.39,1,35,0,163,1982
7.64,2.45,1,36,0,163,1983
7.65,2.45,1,37,0,163,1984
7.64,2.53,1,38,0,163,1985
7.76,2.43,1,39,0,163,1986
7.84,2.63,1,40,0,163,1987
7.84,2.6,0,41,0,163,1988
7.68,3.23,1,36,0,164,1979
7.91,3.38,2,37,0,164,1980
7.69,3.1,2,38,0,164,1981
7.79,3.23,2,39,0,164,1982
7.79,3.03,1,40,0,164,1983
7.69,3.3,1,41,0,164,1984
7.69,3.18,1,42,0,164,1985
7.78,3.14,1,43,0,164,1986
7.67,3.22,1,44,0,164,1987
7.64,3.36,1,45,0,164,1988
7.77,2.56,3,39,0,165,1979
7.76,2.73,3,40,0,165,1980
7.68,2.68,3,41,0,165,1981
7.58,2.69,3,42,0,165,1982
7.52,2.74,3,43,0,165,1983
7.49,2.71,3,44,0,165,1984
7.45,2.71,3,45,0,165,1985
7.42,2.84,3,46,0,165,1986
7.47,2.79,3,47,0,165,1987
7.42,2.67,3,48,0,165,1988
7.65,2.41,3,33,0,166,1979
7.75,2.46,3,34,0,166,1980
7.55,2.53,3,35,0,166,1981
7.6,2.5,3,36,0,166,1982
7.59,2.49,3,37,0,166,1983
7.62,2.47,3,38,0,166,1984
7.87,2.46,3,39,1,166,1985
7.8,2.41,3,40,0,166,1986
8.05,2.57,3,41,0,166,1987
7.79,2.56,3,42,0,166,1988
7.56,2.57,2,44,0,167,1979
7.67,2.74,2,45,0,167,1980
7.55,2.53,1,46,0,167,1981
7.56,2.5,1,47,0,167,1982
7.5,2.32,1,48,0,167,1983
7.58,2.39,1,49,0,167,1984
7.5,2.37,0,50,0,167,1985
7.54,2.34,0,51,0,167,1986
7.53,2.67,0,52,0,167,1987
7.54,2.3,0,53,0,167,1988
7.36,3.16,3,41,0,168,1979
7.95,3.3,3,43,0,168,1980
7.71,3.23,3,44,0,168,1981
7.82,3.02,2,44,0,168,1982
7.7,3.09,2,45,0,168,1983
7.2,3.72,2,47,0,168,1984
6.95,3.29,2,48,0,168,1985
7.78,3.13,1,49,0,168,1986
7.45,3.49,1,50,0,168,1987
7.48,3.62,0,50,0,168,1988
7.77,2.27,1,29,0,169,1979
7.82,2.34,1,31,0,169,1980
8.11,2.35,2,31,0,169,1981
7.75,2.27,2,32,0,169,1982
7.79,2.39,2,33,0,169,1983
7.73,2.42,2,34,0,169,1984
7.93,1.98,2,35,0,169,1985
7.93,2.11,2,36,0,169,1986
8.07,2.2,2,37,0,169,1987
7.9,2.34,2,38,0,169,1988
7.6,1.7,0,24,1,170,1979
7.51,1.69,1,25,1,170,1980
7.54,1.63,1,26,1,170,1981
7.62,1.86,2,27,1,170,1982
6.48,1.92,2,28,1,170,1983
7.39,1.76,2,29,1,170,1984
7.73,1.84,2,30,1,170,1985
7.61,1.99,2,31,1,170,1986
7.71,2.13,2,32,1,170,1987
7.84,1.5,2,33,1,170,1988
7.8,2.18,0,24,0,171,1979
7.94,2.18,0,25,0,171,1980
7.89,2.21,1,26,0,171,1981
7.75,2.55,1,27,0,171,1982
7.96,2.68,1,28,0,171,1983
7.88,2.29,1,29,0,171,1984
7.97,2.57,1,30,0,171,1985
7.81,2.67,1,31,0,171,1986
7.92,2.68,1,32,0,171,1987
7.92,2.67,1,33,0,171,1988
7.75,2.23,3,34,0,172,1979
7.58,2.29,3,35,0,172,1980
7.6,2.25,3,36,0,172,1981
7.66,2.29,3,37,0,172,1982
7.68,2.33,3,38,0,172,1983
7.8,2.38,3,39,0,172,1984
7.69,2.39,3,40,0,172,1985
7.64,2.41,3,41,0,172,1986
7.77,2.44,3,42,0,172,1987
7.76,2.43,3,43,0,172,1988
7.86,3.52,2,31,0,173,1979
7.74,3.55,2,32,0,173,1980
7.76,3.86,3,33,0,173,1981
7.77,3.14,3,34,0,173,1982
7.67,3.3,3,35,0,173,1983
7.77,3.46,3,36,0,173,1984
7.76,3.26,3,37,0,173,1985
7.82,3.29,3,38,0,173,1986
7.56,3.59,3,39,0,173,1987
7.8,3.59,3,40,0,173,1988
7.66,3.19,2,42,0,174,1979
7.9,3.14,1,44,0,174,1980
8.23,3.22,1,45,0,174,1981
8.25,3.22,1,46,0,174,1982
8.15,3.26,1,46,0,174,1983
7.82,3.26,1,47,0,174,1984
8.07,3.23,1,48,1,174,1985
8.27,3.26,1,49,0,174,1986
8.08,3.02,1,51,1,174,1987
7.82,3.21,0,52,1,174,1988
7.94,3.38,0,50,0,175,1979
7.79,3.35,0,51,0,175,1980
7.65,3.2,0,52,0,175,1981
7.94,3.22,0,53,0,175,1982
7.64,3.22,0,54,0,175,1983
7.8,3.22,0,55,0,175,1984
7.51,3.11,0,56,0,175,1985
7.85,3.17,0,57,0,175,1986
7.75,3.2,0,58,0,175,1987
7.66,3.15,0,59,1,175,1988
8.16,2,4,47,0,176,1979
7.64,1.82,4,47,0,176,1980
7.58,1.72,3,48,0,176,1981
7.58,1.78,3,50,0,176,1982
7.45,1.81,3,51,1,176,1983
7.53,1.87,2,52,1,176,1984
7.56,1.72,1,53,1,176,1985
7.56,1.63,1,54,1,176,1986
7.05,1.83,1,55,1,176,1987
7.62,2.12,1,56,1,176,1988
8.15,2.77,2,36,0,177,1979
8.02,2.83,2,37,0,177,1980
8.01,2.76,2,38,0,177,1981
8.01,2.96,2,39,0,177,1982
7.98,2.56,2,40,0,177,1983
8.14,3.06,2,42,0,177,1984
8.15,3.26,2,43,0,177,1985
8,2.78,2,43,0,177,1986
8.09,2.95,2,44,0,177,1987
8.05,2.85,2,45,0,177,1988
7.66,2.54,3,37,0,178,1979
7.62,2.58,3,38,0,178,1980
7.65,2.64,3,39,0,178,1981
7.7,2.69,3,40,0,178,1982
7.64,2.67,3,41,0,178,1983
7.58,1.98,3,42,0,178,1984
7.66,1.97,3,43,0,178,1985
7.65,1.93,3,44,0,178,1986
7.68,2,2,45,0,178,1987
7.4,1.95,1,46,0,178,1988
7.6,2.38,1,31,1,179,1979
7.11,2.32,1,32,1,179,1980
7.66,2.39,1,33,1,179,1981
8,2.55,1,34,1,179,1982
6.95,2.57,1,35,1,179,1983
7.59,2.57,1,36,1,179,1984
7.61,2.72,1,37,1,179,1985
7.32,2.68,1,38,1,179,1986
7.37,2.65,1,39,1,179,1987
7.62,2.66,1,40,1,179,1988
7.85,2.46,2,28,0,180,1979
7.85,2.43,2,29,0,180,1980
7.77,2.39,2,30,0,180,1981
7.84,2.83,2,31,0,180,1982
7.88,2.85,2,32,0,180,1983
7.97,2.44,2,32,0,180,1984
8.01,2.92,2,34,0,180,1985
8.12,2.96,2,35,0,180,1986
7.97,3.05,2,36,0,180,1987
7.88,2.76,2,37,0,180,1988
7.34,2.82,0,25,0,181,1979
7.99,2.83,0,26,0,181,1980
8.01,2.88,1,27,0,181,1981
8.09,2.8,1,28,0,181,1982
8.08,2.56,2,29,0,181,1983
7.62,2.86,2,30,0,181,1984
8.37,3.15,2,30,0,181,1985
8.18,3.11,3,32,0,181,1986
8.39,3.27,4,33,0,181,1987
8.25,3.3,4,34,0,181,1988
8.1,2.98,2,39,0,182,1979
7.92,2.96,2,40,0,182,1980
7.96,3.17,1,41,0,182,1981
7.57,2.79,1,42,0,182,1982
7.87,2.8,0,43,0,182,1983
8.16,2.71,0,44,0,182,1984
7.58,2.75,0,45,0,182,1985
7.83,2.71,0,46,0,182,1986
8,2.68,0,47,0,182,1987
8.01,2.71,0,48,0,182,1988
7.57,2.92,1,30,0,183,1979
7.5,2.79,1,31,0,183,1980
7.46,2.9,1,32,0,183,1981
7.53,2.96,2,33,0,183,1982
7.52,2.9,2,34,0,183,1983
7.56,2.86,2,35,0,183,1984
7.57,2.97,2,36,0,183,1985
7.55,2.89,2,37,0,183,1986
7.56,2.86,2,38,0,183,1987
7.49,2.88,2,39,0,183,1988
7.69,2.75,1,46,0,184,1979
7.76,2.79,0,47,0,184,1980
7.7,2.52,0,48,0,184,1981
7.65,2.74,0,49,0,184,1982
7.59,2.72,0,50,0,184,1983
7.93,2.86,0,51,0,184,1984
7.7,2.71,0,53,0,184,1985
7.7,2.72,0,53,0,184,1986
7.64,2.77,0,54,0,184,1987
7.85,2.59,0,55,0,184,1988
7.71,2.66,2,34,0,185,1979
7.59,2.63,2,35,0,185,1980
7.69,2.64,2,36,0,185,1981
7.75,2.64,2,37,0,185,1982
7.69,2.64,2,38,0,185,1983
7.72,2.67,2,39,1,185,1984
7.69,2.77,2,40,0,185,1985
7.77,2.73,1,41,0,185,1986
7.9,2.68,1,42,0,185,1987
8,2.7,1,43,1,185,1988
7.85,2.52,1,28,0,186,1979
7.75,2.53,1,29,0,186,1980
7.72,2.53,2,30,0,186,1981
7.71,2.55,2,31,0,186,1982
7.58,2.52,2,32,0,186,1983
7.77,2.56,2,33,0,186,1984
7.68,2.59,2,34,0,186,1985
7.67,2.56,2,35,0,186,1986
7.71,2.61,2,37,0,186,1987
7.7,2.6,2,37,1,186,1988
6.95,2.99,1,43,1,187,1979
6.65,2.89,1,44,0,187,1980
7.51,2.76,1,45,0,187,1981
7.42,2.91,2,46,0,187,1982
7.71,2.94,2,47,1,187,1983
7.47,2.91,2,48,1,187,1984
7.67,2.73,2,49,1,187,1985
7.53,2.84,2,50,1,187,1986
7.37,3.07,2,51,0,187,1987
7.56,3.05,2,52,1,187,1988
7.6,2.84,1,33,1,188,1979
7.62,2.85,1,34,1,188,1980
7.64,2.79,1,35,1,188,1981
7.66,2.83,1,36,1,188,1982
7.62,2.76,1,37,1,188,1983
7.59,2.97,1,38,1,188,1984
7.66,2.89,1,39,1,188,1985
7.84,2.7,1,40,0,188,1986
7.59,3.05,0,41,1,188,1987
7.56,3.04,0,42,1,188,1988
7.58,2.51,3,31,0,189,1979
7.57,2.65,3,32,0,189,1980
7.57,2.64,3,33,0,189,1981
7.57,2.74,3,34,0,189,1982
7.56,2.75,3,35,0,189,1983
7.56,2.75,3,36,0,189,1984
7.57,2.67,3,37,0,189,1985
7.57,2.64,3,38,0,189,1986
7.6,2.61,3,39,0,189,1987
7.57,2.64,3,40,0,189,1988
7.94,2.79,3,30,0,190,1979
7.88,2.9,3,31,0,190,1980
7.76,2.84,3,32,0,190,1981
7.47,2.69,3,33,0,190,1982
7.83,2.68,3,34,0,190,1983
7.78,2.63,3,35,0,190,1984
7.71,2.66,3,36,0,190,1985
7.72,2.62,3,37,0,190,1986
7.78,2.61,3,39,0,190,1987
7.74,2.58,3,39,0,190,1988
7.57,3.34,2,41,0,191,1979
7.61,3.3,2,42,0,191,1980
7.8,3.07,2,43,0,191,1981
7.79,3.04,1,44,0,191,1982
7.72,3.26,1,45,0,191,1983
7.68,3.26,1,46,0,191,1984
7.78,3.04,1,47,0,191,1985
7.8,3.04,1,48,0,191,1986
7.67,3.11,0,49,0,191,1987
7.54,3.23,0,50,0,191,1988
7.64,2.54,1,27,0,192,1979
7.73,2.55,2,28,0,192,1980
7.62,2.56,2,29,0,192,1981
7.62,2.6,2,30,0,192,1982
7.62,2.54,2,31,0,192,1983
7.6,2.61,2,32,0,192,1984
7.65,2.63,2,33,0,192,1985
7.6,2.63,2,34,0,192,1986
7.61,2.6,2,35,0,192,1987
7.56,2.53,2,36,0,192,1988
7.52,2.13,2,27,0,193,1979
7.6,2.09,2,28,0,193,1980
7.58,2.48,2,29,0,193,1981
7.73,2.37,2,30,0,193,1982
7.8,2.5,2,31,0,193,1983
7.81,2.29,2,32,0,193,1984
7.65,2.73,2,33,0,193,1985
7.69,2.73,2,34,0,193,1986
7.65,2.82,2,35,0,193,1987
7.79,2.63,1,36,0,193,1988
7.82,2.29,1,46,0,194,1979
7.25,2.3,0,47,0,194,1980
7.18,2.28,0,48,0,194,1981
7.2,2.24,0,49,0,194,1982
7.18,2.29,0,50,0,194,1983
7.74,2.24,0,51,0,194,1984
7.73,2.27,0,52,0,194,1985
7.79,2.23,0,53,0,194,1986
7.06,2.4,0,54,0,194,1987
5.96,2.25,0,55,0,194,1988
7.56,2.72,2,32,0,195,1979
7.64,2.74,2,33,0,195,1980
8.4,2.42,2,34,0,195,1981
8.14,2.12,2,34,0,195,1982
8.37,2.39,2,36,0,195,1983
8.4,2.4,2,37,0,195,1984
8.15,2.52,1,38,0,195,1985
8.04,2.46,2,39,0,195,1986
7.66,2.52,3,40,0,195,1987
7.77,2.45,3,41,0,195,1988
7.98,2.75,2,32,0,196,1979
8.1,2.74,2,33,0,196,1980
8.12,2.45,2,34,0,196,1981
8.19,2.37,2,35,0,196,1982
8.19,2.42,2,36,0,196,1983
8.44,2.08,2,37,0,196,1984
8.34,2.25,2,38,0,196,1985
8.32,2.19,2,39,0,196,1986
8.21,2.35,2,40,0,196,1987
8.53,2.19,2,41,0,196,1988
7.62,2.72,4,41,0,197,1979
7.84,2.73,4,42,0,197,1980
8.23,2.68,3,42,0,197,1981
7.91,2.65,4,44,0,197,1982
8.15,2.68,3,45,0,197,1983
7.75,2.63,3,46,0,197,1984
7.99,2.67,2,47,0,197,1985
7.58,2.67,3,48,0,197,1986
7.71,2.69,2,49,0,197,1987
7.76,2.49,2,50,0,197,1988
7.56,2.5,3,32,0,198,1979
7.6,2.51,3,33,0,198,1980
7.6,2.48,3,34,1,198,1981
7.38,2.55,3,35,0,198,1982
7.38,2.59,3,36,0,198,1983
7.19,2.63,3,37,0,198,1984
7.5,2.51,3,38,0,198,1985
7.39,2.47,3,39,0,198,1986
7.59,2.53,3,40,1,198,1987
7.45,2.48,2,41,0,198,1988
7.62,2.1,1,26,0,199,1979
7.51,2.08,1,27,0,199,1980
7.54,2.01,1,28,0,199,1981
7.51,2.04,2,29,0,199,1982
7.55,2.04,2,30,0,199,1983
7.74,2.11,2,31,0,199,1984
7.72,2,2,32,0,199,1985
7.49,2.04,2,33,0,199,1986
7.92,2.33,2,34,0,199,1987
7.88,2.17,2,35,0,199,1988
7.59,2.85,0,46,0,200,1979
7.55,2.79,0,47,0,200,1980
7.59,2.87,0,48,0,200,1981
7.6,2.96,0,49,0,200,1982
7.59,2.83,0,50,0,200,1983
7.62,2.95,0,51,0,200,1984
7.56,2.97,0,52,0,200,1985
7.55,2.89,0,53,0,200,1986
7.59,3,0,54,0,200,1987
7.63,3.01,0,55,0,200,1988
7.84,2.6,0,27,0,201,1979
7.86,2.63,0,28,0,201,1980
7.91,2.44,0,29,0,201,1981
7.89,2.61,0,30,0,201,1982
7.7,2.95,0,32,0,201,1983
7.81,2.98,0,32,0,201,1984
7.86,3.02,1,34,0,201,1985
7.9,3.11,1,34,0,201,1986
7.88,3.12,1,35,0,201,1987
7.8,3.2,1,36,0,201,1988
7.52,2.76,0,50,1,202,1979
7.49,2.86,0,51,1,202,1980
7.51,2.82,0,52,0,202,1981
7.53,2.78,0,53,0,202,1982
7.52,2.76,0,54,0,202,1983
7.57,2.73,0,55,0,202,1984
7.4,2.77,0,56,1,202,1985
7.58,2.61,0,57,1,202,1986
7.58,2.61,0,58,1,202,1987
7.48,2.67,0,59,1,202,1988
7.77,2.91,1,34,0,203,1979
7.97,2.92,1,35,0,203,1980
7.97,2.55,2,36,0,203,1981
7.78,3.02,2,36,0,203,1982
7.97,2.65,2,38,0,203,1983
7.88,2.74,2,38,0,203,1984
7.84,2.77,2,39,0,203,1985
7.76,2.63,2,40,0,203,1986
8.35,2.36,2,41,0,203,1987
8.03,2.68,2,43,0,203,1988
7.58,2.72,1,42,0,204,1979
7.57,2.65,1,43,0,204,1980
7.6,2.77,0,44,0,204,1981
7.45,2.85,0,45,0,204,1982
7.47,2.81,0,46,0,204,1983
7.53,2.65,0,47,0,204,1984
7.33,2.86,0,48,0,204,1985
7.56,2.48,0,49,0,204,1986
7.54,2.54,0,50,0,204,1987
7.54,2.68,0,51,0,204,1988
7.67,2.31,2,28,0,205,1979
7.62,2.38,2,29,0,205,1980
7.62,2.42,2,30,0,205,1981
7.74,2.38,2,31,0,205,1982
7.39,2.45,2,32,0,205,1983
7.36,2.5,2,33,0,205,1984
7.38,2.51,2,34,0,205,1985
7.3,2.43,2,35,0,205,1986
7.23,2.49,2,36,0,205,1987
7.21,2.49,2,37,0,205,1988
7.72,1.62,2,24,1,206,1979
5.22,1.61,3,25,1,206,1980
7.46,1.89,3,26,1,206,1981
7.56,1.64,3,27,1,206,1982
7.61,1.58,4,28,1,206,1983
7.44,1.53,4,29,1,206,1984
7.32,1.55,4,30,1,206,1985
7.61,1.51,4,31,1,206,1986
6.64,1.48,4,32,1,206,1987
7.46,1.5,4,33,1,206,1988
7.62,2.59,3,26,0,207,1979
7.69,2.64,3,27,0,207,1980
7.64,2.63,3,28,0,207,1981
7.58,2.59,3,29,0,207,1982
7.18,2.63,3,30,0,207,1983
7.58,2.59,3,31,0,207,1984
7.61,2.66,3,32,0,207,1985
7.55,2.57,3,33,0,207,1986
7.39,2.55,3,34,0,207,1987
7.55,2.57,3,35,0,207,1988
7.58,0.52,5,35,0,208,1979
6.87,1.57,6,36,0,208,1980
7.6,1.55,6,36,0,208,1981
7.21,1.53,6,36,0,208,1982
7.53,1.42,6,39,0,208,1983
7.62,1.39,6,40,0,208,1984
7.62,1.38,5,41,0,208,1985
7.64,1.28,5,42,0,208,1986
7.62,1.43,5,43,0,208,1987
7.5,1.39,4,44,0,208,1988
7.72,2.6,2,31,0,209,1979
7.71,2.74,2,32,0,209,1980
7.96,2.68,2,33,0,209,1981
7.86,2.82,2,34,0,209,1982
7.88,2.82,2,35,0,209,1983
7.93,2.82,2,36,0,209,1984
7.9,2.75,2,37,1,209,1985
7.86,2.71,2,38,0,209,1986
7.88,2.68,2,39,0,209,1987
7.82,2.93,2,40,0,209,1988
7.7,3.09,1,26,0,210,1979
7.9,2.84,1,27,0,210,1980
8.07,2.65,1,28,0,210,1981
7.9,2.84,2,29,0,210,1982
7.87,3.21,2,30,0,210,1983
7.54,2.67,2,31,0,210,1984
7.8,2.59,2,32,0,210,1985
8.05,2.28,2,33,0,210,1986
7.92,2.64,2,34,0,210,1987
7.99,2.91,2,35,0,210,1988
7.57,2.84,2,32,0,211,1979
7.06,2.79,2,33,1,211,1980
7.61,2.74,2,34,1,211,1981
7.62,2.74,2,35,1,211,1982
7.51,2.74,2,36,1,211,1983
7.56,2.79,2,37,1,211,1984
7.49,2.69,2,38,0,211,1985
7.78,2.7,2,39,0,211,1986
7.64,2.67,2,40,0,211,1987
7.83,2.63,2,41,0,211,1988
7.63,2.27,1,29,0,212,1979
7.71,2.28,1,31,0,212,1980
7.72,2.28,1,31,0,212,1981
7.71,2.33,1,33,0,212,1982
7.67,2.28,1,33,0,212,1983
7.62,2.28,1,35,0,212,1984
7.58,2.28,1,36,0,212,1985
7.57,2.29,1,36,0,212,1986
7.55,2.31,1,37,0,212,1987
7.5,2.3,1,39,0,212,1988
7.74,2.84,1,45,0,213,1979
7.64,2.87,1,46,0,213,1980
7.64,2.82,0,47,0,213,1981
7.56,2.79,0,48,0,213,1982
7.35,2.77,0,49,0,213,1983
7.58,2.73,0,50,0,213,1984
7.67,2.69,0,51,0,213,1985
7.72,2.72,0,52,0,213,1986
7.55,2.73,0,53,0,213,1987
7.65,2.69,0,54,0,213,1988
7.68,2.82,0,30,0,214,1979
7.82,3,0,31,0,214,1980
7.84,2.96,0,32,0,214,1981
7.82,3.25,0,33,0,214,1982
7.96,3.32,0,34,0,214,1983
7.92,3.33,0,35,0,214,1984
7.97,2.78,0,36,0,214,1985
7.86,3.17,0,37,0,214,1986
7.82,3.09,0,38,0,214,1987
7.82,3.14,0,39,0,214,1988
7.8,3.12,2,32,0,215,1979
7.76,3.14,2,33,0,215,1980
7.8,2.93,2,34,0,215,1981
7.9,3.25,2,35,0,215,1982
7.73,3.09,2,36,0,215,1983
7.8,3.1,2,38,0,215,1984
7.79,3.35,2,39,0,215,1985
7.78,3.05,2,40,0,215,1986
7.94,2.95,2,41,0,215,1987
7.97,2.96,2,42,0,215,1988
7.59,2.35,3,47,0,216,1979
7.61,2.31,2,48,0,216,1980
7.5,2.28,2,49,0,216,1981
7.6,2.2,2,50,0,216,1982
7.63,2.29,1,51,0,216,1983
7.63,2.24,1,52,0,216,1984
7.58,2.25,0,53,0,216,1985
7.58,2.24,0,54,0,216,1986
7.63,2.35,0,55,0,216,1987
7.82,2.2,0,56,0,216,1988
7.62,3.05,1,38,0,217,1979
7.59,3.07,3,39,0,217,1980
7.88,2.73,3,40,0,217,1981
7.69,3.2,3,41,0,217,1982
7.7,3.37,3,42,0,217,1983
7.88,3.09,3,43,0,217,1984
7.78,3.24,3,44,0,217,1985
7.78,3.23,3,45,0,217,1986
7.96,3.12,3,46,0,217,1987
7.78,3.36,3,47,0,217,1988
8.37,2.46,4,31,1,218,1979
7.93,2.38,4,32,1,218,1980
7.77,2.38,4,33,0,218,1981
7.68,2.33,5,34,1,218,1982
8.18,2.6,5,35,0,218,1983
7.74,2.61,5,36,0,218,1984
7.7,2.58,5,37,0,218,1985
7.66,2.51,5,38,0,218,1986
7.66,2.52,4,39,0,218,1987
7.72,2.45,4,40,0,218,1988
7.6,3,4,42,0,219,1979
7.68,3.19,1,43,0,219,1980
8.01,3.23,0,44,0,219,1981
8.09,2.86,0,45,0,219,1982
7.78,2.86,0,46,0,219,1983
7.77,3.32,0,47,0,219,1984
7.84,3.01,0,48,0,219,1985
7.74,3.08,0,49,0,219,1986
7.75,3,0,50,0,219,1987
7.64,3.06,0,51,0,219,1988
7.7,2.3,2,33,0,220,1979
7.71,2.32,2,34,0,220,1980
7.71,2.29,2,35,0,220,1981
7.62,2.42,2,36,0,220,1982
7.69,2.31,2,37,0,220,1983
7.69,2.26,2,38,0,220,1984
7.69,2.23,2,39,0,220,1985
7.69,2.22,1,40,0,220,1986
7.63,2.33,1,41,0,220,1987
7.59,2.34,1,42,0,220,1988
7.56,2.6,1,30,0,221,1979
7.67,2.54,1,31,0,221,1980
7.67,2.54,1,32,0,221,1981
7.59,2.53,2,33,0,221,1982
7.58,2.54,2,34,0,221,1983
7.67,2.55,2,35,0,221,1984
7.72,2.54,2,36,0,221,1985
